"°Å·¡ÀÏÀÚ","Ç°¸ñ¸í","¹ÝÀÔ·®","±Ý¾×","Àü³â ¹ÝÀÔ·®","Àü³â ¹ÝÀÔ·® Áõ°¨·ü(%)","Àü³â ±Ý¾×","Àü³â ±Ý¾× Áõ°¨·ü(%)","Æò³â ¹ÝÀÔ·®","Æò³â ¹ÝÀÔ·® Áõ°¨·ü(%)","Æò³â ±Ý¾×","Æò³â ±Ý¾× Áõ°¨·ü(%)"
"2017-10-27","³ì±¤","6243","13594500","9046","-31.0","22485350","-39.5","10856","-42.5","24318790","-44.1"
"2017-10-26","³ì±¤","9859","19112100","10862","-9.2","29331300","-34.8","11026","-10.6","24492483","-22.0"
"2017-10-25","³ì±¤","9771","20588450","10158","-3.8","31466900","-34.6","11100","-12.0","23819877","-13.6"
"2017-10-24","³ì±¤","11714","25639400","10365","13.0","28789850","-10.9","11108","5.5","22739005","12.8"
"2017-10-23","³ì±¤","11360","27076300",,"0.0",,"0.0","11148","1.9","22238531","21.8"
"2017-10-22","³ì±¤",,,"7925","0.0","19333500","0.0","11444","0.0","22568234","0.0"
"2017-10-21","³ì±¤","11248","23197800","9802","14.8","23292850","-0.4","12291","-8.5","23649292","-1.9"
"2017-10-20","³ì±¤","9996","23109850","10283","-2.8","30200380","-23.5","13003","-23.1","24924964","-7.3"
"2017-10-19","³ì±¤","9182","20551600","9130","0.6","31946830","-35.7","13118","-30.0","25973037","-20.9"
"2017-10-18","³ì±¤","7307","14667411","7674","-4.8","27506500","-46.7","13111","-44.3","27080112","-45.8"
"2017-10-17","³ì±¤","10295","15658650","8749","17.7","26284950","-40.4","13166","-21.8","27347094","-42.7"
"2017-10-16","³ì±¤","14207","21812800",,"0.0",,"0.0","12796","11.0","26745352","-18.4"
"2017-10-15","³ì±¤",,,"7552","0.0","15746000","0.0","12473","0.0","26049725","0.0"
"2017-10-14","³ì±¤","10457","14035600","9045","15.6","18408225","-23.8","12966","-19.4","25942555","-45.9"
"2017-10-13","³ì±¤","11032","15805734","12924","-14.6","26672300","-40.7","13072","-15.6","25858533","-38.9"
"2017-10-12","³ì±¤","7992","10040100","12916","-38.1","30851600","-67.5","12906","-38.1","24416830","-58.9"
"2017-10-11","³ì±¤","12774","15699050","13061","-2.2","35273700","-55.5","12761","0.1","22057113","-28.8"
"2017-10-10","³ì±¤","10566","15888700","13947","-24.2","37228800","-57.3","12765","-17.2","20837418","-23.7"
"2017-10-09","³ì±¤","20606","41563550",,"0.0",,"0.0","12745","61.7","20910588","98.8"
"2017-10-08","³ì±¤",,,"12184","0.0","33415800","0.0","13237","0.0","22083170","0.0"
"2017-10-07","³ì±¤","9441","27828450","9310","1.4","26863100","3.6","13867","-31.9","23656963","17.6"
"2017-10-06","³ì±¤",,,"9346","0.0","26011500","0.0","14064","0.0","24174990","0.0"
"2017-10-05","³ì±¤",,,"11137","0.0","24210450","0.0","14124","0.0","24102518","0.0"
"2017-10-04","³ì±¤",,,"11500","0.0","29528620","0.0","14016","0.0","25341963","0.0"
"2017-10-03","³ì±¤","4654","14600100","13318","-65.1","34853850","-58.1","13212","-64.8","26221602","-44.3"
"2017-10-02","³ì±¤","14441","56753450",,"0.0",,"0.0","12780","13.0","24983555","127.2"
"2017-10-01","³ì±¤",,,"12982","0.0","27625500","0.0","12933","0.0","25049346","0.0"
"2017-09-30","³ì±¤","12982","25210390","12115","7.2","31161750","-19.1","12392","4.8","25056408","0.6"
"2017-09-29","³ì±¤","11341","21808110","10309","10.0","30706530","-29.0","11585","-2.1","25631763","-14.9"
"2017-09-28","³ì±¤","11390","24783662","9793","16.3","31690500","-21.8","10809","5.4","24589990","0.8"
"2017-09-27","³ì±¤","12835","33187767","10727","19.7","35990500","-7.8","11959","7.3","27899020","19.0"
"2017-09-26","³ì±¤","9723","29790750","10735","-9.4","29647350","0.5","12984","-25.1","30146920","-1.2"
"2017-09-25","³ì±¤","12371","42559200",,"0.0",,"0.0","13617","-9.2","34051370","25.0"
"2017-09-24","³ì±¤",,,"9626","0.0","18318900","0.0","14532","0.0","35286049","0.0"
"2017-09-23","³ì±¤","9326","29739400","11430","-18.4","20772100","43.2","16004","-41.7","37891116","-21.5"
"2017-09-22","³ì±¤","8471","32391350","13950","-39.3","31353200","3.3","15557","-45.5","38486951","-15.8"
"2017-09-21","³ì±¤","7066","26553222","13385","-47.2","55409250","-52.1","14988","-52.9","40352408","-34.2"
"2017-09-20","³ì±¤","11330","41250400","11866","-4.5","73256500","-43.7","15138","-25.2","39307373","4.9"
"2017-09-19","³ì±¤","9388","43469850","14068","-33.3","90163490","-51.8","15180","-38.2","44962470","-3.3"
"2017-09-18","³ì±¤","12409","61290900",,"0.0",,"0.0","15024","-17.4","49014489","25.0"
"2017-09-17","³ì±¤",,,,"0.0",,"0.0","15077","0.0","50965741","0.0"
"2017-09-16","³ì±¤","9704","50039100",,"0.0",,"0.0","14926","-35.0","52217578","-4.2"
"2017-09-15","³ì±¤","9773","51535550",,"0.0",,"0.0","14926","-34.5","52739753","-2.3"
"2017-09-14","³ì±¤","10704","57285450","6732","59.0","36197050","58.3","15327","-30.2","49432342","15.9"
"2017-09-13","³ì±¤","3977","27534900","13170","-69.8","143860850","-80.9","15208","-73.8","50261369","-45.2"
"2017-09-12","³ì±¤","7053","36249050","18363","-61.6","146354700","-75.2","15250","-53.8","51654773","-29.8"
"2017-09-11","³ì±¤","12436","59953950",,"0.0",,"0.0","15827","-21.4","55216775","8.6"
"2017-09-10","³ì±¤",,,"9407","0.0","68330670","0.0","16178","0.0","55294327","0.0"
"2017-09-09","³ì±¤","9785","40328450","8530","14.7","56690015","-28.9","16162","-39.5","48845534","-17.4"
"2017-09-08","³ì±¤","8907","39293500","8598","3.6","39460100","-0.4","16047","-44.5","45472915","-13.6"
"2017-09-07","³ì±¤","9267","37474150","11433","-18.9","44101100","-15.0","16075","-42.4","46942389","-20.2"
"2017-09-06","³ì±¤","10245","47254350","12342","-17.0","58406310","-19.1","16276","-37.1","48735199","-3.0"
"2017-09-05","³ì±¤","9496","38646200","17110","-44.5","101865380","-62.1","16399","-42.1","52304785","-26.1"
"2017-09-04","³ì±¤","12898","51084450",,"0.0",,"0.0","15837","-18.6","57792963","-11.6"
"2017-09-03","³ì±¤",,,"13618","0.0","90457550","0.0","15589","0.0","59019237","0.0"
"2017-09-02","³ì±¤","10012","35001660","9401","6.5","70318290","-50.2","15334","-34.7","58031947","-39.7"
"2017-09-01","³ì±¤","9082","29532800","10686","-15.0","68998360","-57.2","14355","-36.7","56636778","-47.9"
"2017-08-31","³ì±¤","11154","35834211","10551","5.7","77871630","-54.0","14138","-21.1","55156419","-35.0"
"2017-08-30","³ì±¤","13919","52431155","8120","71.4","69589000","-24.7","13754","1.2","51403372","2.0"
"2017-08-29","³ì±¤","11813","55878128","12317","-4.1","92788150","-39.8","13417","-12.0","47631489","17.3"
"2017-08-28","³ì±¤","18327","89779000",,"0.0",,"0.0","13990","31.0","45653990","96.7"
"2017-08-27","³ì±¤",,,"10332","0.0","61668580","0.0","14457","0.0","45628950","0.0"
"2017-08-26","³ì±¤","7009","27529990","11233","-37.6","59984250","-54.1","14503","-51.7","44109942","-37.6"
"2017-08-25","³ì±¤","10713","32493452","11397","-6.0","68342200","-52.5","14622","-26.7","42571995","-23.7"
"2017-08-24","³ì±¤","14700","37820100","12504","17.6","73317550","-48.4","15511","-5.2","42033133","-10.0"
"2017-08-23","³ì±¤","9077","30038800","12371","-26.6","74608100","-59.7","15360","-40.9","41346291","-27.3"
"2017-08-22","³ì±¤","8624","28662750","17033","-49.4","96183050","-70.2","15131","-43.0","40758764","-29.7"
"2017-08-21","³ì±¤","15867","54849000",,"0.0",,"0.0","15317","3.6","41449859","32.3"
"2017-08-20","³ì±¤",,,"10350","0.0","78227250","0.0","15257","0.0","43699779","0.0"
"2017-08-19","³ì±¤","12208","35322050","13393","-8.8","81597125","-56.7","14901","-18.1","43946044","-19.6"
"2017-08-18","³ì±¤","10863","37761750","12459","-12.8","64140450","-41.1","14803","-26.6","42658087","-11.5"
"2017-08-17","³ì±¤","7219","23723800","12768","-43.5","56414100","-57.9","14753","-51.1","40202360","-41.0"
"2017-08-16","³ì±¤","10712","28419700","10664","0.5","72790400","-61.0","14674","-27.0","37707933","-24.6"
"2017-08-15","³ì±¤","13391","34195630","11372","17.8","47884050","-28.6","14901","-10.1","36761577","-7.0"
"2017-08-14","³ì±¤","16887","51532100",,"0.0",,"0.0","14905","13.3","37135063","38.8"
"2017-08-13","³ì±¤",,,"12790","0.0","27726600","0.0","16159","0.0","36427162","0.0"
"2017-08-12","³ì±¤","9041","28270850","15124","-40.2","28473900","-0.7","16800","-46.2","36385097","-22.3"
"2017-08-11","³ì±¤","10741","28985000","17752","-39.5","37485300","-22.7","17053","-37.0","36248417","-20.0"
"2017-08-10","³ì±¤","13069","30049550","15468","-15.5","36222550","-17.0","17316","-24.5","36204752","-17.0"
"2017-08-09","³ì±¤","13373","33284000","17959","-25.5","44103850","-24.5","17458","-23.4","36177978","-8.0"
"2017-08-08","³ì±¤","11801","34948900","20555","-42.6","49230950","-29.0","15899","-25.8","34230851","2.1"
"2017-08-07","³ì±¤","16184","57356500",,"0.0",,"0.0","15746","2.8","34389986","66.8"
"2017-08-06","³ì±¤",,,"1357","0.0","2820500","0.0","15246","0.0","33209479","0.0"
"2017-08-05","³ì±¤","1758","4597500","17978","-90.2","40351950","-88.6","14593","-88.0","32189149","-85.7"
"2017-08-04","³ì±¤","12845","52420100","13970","-8.1","34614090","51.4","13004","-1.2","29658248","76.7"
"2017-08-03","³ì±¤","10043","36021000","17576","-42.9","43543750","-17.3","13163","-23.7","30234351","19.1"
"2017-08-02","³ì±¤","12547","43596750","13464","-6.8","37845400","15.2","12385","1.3","29805552","46.3"
"2017-08-01","³ì±¤","12074","45778250","18579","-35.0","56639350","-19.2","12509","-3.5","30851492","48.4"
"2017-07-31","³ì±¤","15595","84919232",,"0.0",,"0.0","13761","13.3","33183767","155.9"
"2017-07-30","³ì±¤",,,"13453","0.0","46115340","0.0","14587","0.0","38703134","0.0"
"2017-07-29","³ì±¤","9655","59942300","12461","-22.5","47286550","26.8","15674","-38.4","40668931","47.4"
"2017-07-28","³ì±¤","8176","37035400","15893","-48.6","58014200","-36.2","15430","-47.0","40869134","-9.4"
"2017-07-27","³ì±¤","11478","34543811","14704","-21.9","66319650","-47.9","15109","-24.0","39898877","-13.4"
"2017-07-26","³ì±¤","11573","46264399","10988","5.3","61222400","-24.4","14305","-19.1","37466563","23.5"
"2017-07-25","³ì±¤","6936","36305250","14661","-52.7","70072630","-48.2","13390","-48.2","35805702","1.4"
"2017-07-24","³ì±¤","5848","28007510",,"0.0",,"0.0","12999","-55.0","34689046","-19.3"
"2017-07-23","³ì±¤",,,"8818","0.0","38587850","0.0","13759","0.0","34231995","0.0"
"2017-07-22","³ì±¤","9852","31678900","7198","36.9","19070200","66.1","14492","-32.0","35305139","-10.3"
"2017-07-21","³ì±¤","8848","27392450","12200","-27.5","25914650","5.7","14802","-40.2","36944157","-25.9"
"2017-07-20","³ì±¤","10030","27672300","16854","-40.5","41288950","-33.0","15484","-35.2","39203665","-29.4"
"2017-07-19","³ì±¤","13295","41238100","11228","18.4","37131800","11.1","15822","-16.0","38243276","7.8"
"2017-07-18","³ì±¤","9864","31882050","9996","-1.3","32570900","-2.1","15863","-37.8","40609304","-21.5"
"2017-07-17","³ì±¤","8420","34166650",,"0.0",,"0.0","16043","-47.5","45796739","-25.4"
"2017-07-16","³ì±¤",,,"22923","0.0","59330770","0.0","15828","0.0","48520733","0.0"
"2017-07-15","³ì±¤","8665","29671500","17706","-51.1","92174550","-67.8","15767","-45.0","49277588","-39.8"
"2017-07-14","³ì±¤","10941","39264610","10961","-0.2","53577900","-26.7","15759","-30.6","50000162","-21.5"
"2017-07-13","³ì±¤","7711","26833850","8144","-5.3","35612350","-24.7","15146","-49.1","49011517","-45.2"
"2017-07-12","³ì±¤","8325","25375710","12638","-34.1","40673950","-37.6","14511","-42.6","44446508","-42.9"
"2017-07-11","³ì±¤","9519","28559500","15233","-37.5","51880000","-45.0","13499","-29.5","40878348","-30.1"
"2017-07-10","³ì±¤","8656","24452650",,"0.0",,"0.0","13690","-36.8","38699899","-36.8"
"2017-07-09","³ì±¤",,,"13520","0.0","43158250","0.0","13456","0.0","37582079","0.0"
"2017-07-08","³ì±¤","6970","13179500","11119","-37.3","37104300","-64.5","13365","-47.8","36832246","-64.2"
"2017-07-07","³ì±¤","10020","21462320","9385","6.8","29780100","-27.9","14111","-29.0","38387839","-44.1"
"2017-07-06","³ì±¤","7953","18054200","8464","-6.0","26880500","-32.8","14635","-45.7","40820816","-55.8"
"2017-07-05","³ì±¤","8186","21208050","15553","-47.4","47557550","-55.4","14348","-42.9","39168520","-45.9"
"2017-07-04","³ì±¤","8931","24016850","18534","-51.8","75125950","-68.0","13624","-34.4","36288282","-33.8"
"2017-07-03","³ì±¤","12430","44795450",,"0.0",,"0.0","13511","-8.0","35823608","25.0"
"2017-07-02","³ì±¤",,,"10270","0.0","36307080","0.0","13441","0.0","35425408","0.0"
"2017-07-01","³ì±¤","7940","29956900","8646","-8.2","25981030","15.3","13695","-42.0","35503995","-15.6"
"2017-06-30","³ì±¤","5362","20066980","7829","-31.5","20223300","-0.8","13859","-61.3","35817720","-44.0"
"2017-06-29","³ì±¤","5209","16212041","9073","-42.6","21354850","-24.1","14196","-63.3","34912902","-53.6"
"2017-06-28","³ì±¤","6809","17719999","13266","-48.7","34498350","-48.6","13869","-50.9","32497846","-45.5"
"2017-06-27","³ì±¤","10005","21319850","16038","-37.6","47811900","-55.4","13325","-24.9","30291725","-29.6"
"2017-06-26","³ì±¤","12264","29317500",,"0.0",,"0.0","12506","-1.9","30783316","-4.8"
"2017-06-25","³ì±¤",,,"8504","0.0","21514700","0.0","12395","0.0","29931100","0.0"
"2017-06-24","³ì±¤","12357","24222000","9109","35.7","19553600","23.9","13245","-6.7","31436233","-22.9"
"2017-06-23","³ì±¤","10279","20718400","9233","11.3","21415450","-3.3","14022","-26.7","32781957","-36.8"
"2017-06-22","³ì±¤","9469","21671400","11439","-17.2","27652180","-21.6","14358","-34.1","34812291","-37.7"
"2017-06-21","³ì±¤","8439","22390008","10716","-21.2","26218000","-14.6","13433","-37.2","35698969","-37.3"
"2017-06-20","³ì±¤","9372","28824450","14420","-35.0","38825000","-25.8","12587","-25.5","34461732","-16.4"
"2017-06-19","³ì±¤","12803","41907850",,"0.0",,"0.0","13183","-2.9","33133829","26.5"
"2017-06-18","³ì±¤",,,"9086","0.0","26073250","0.0","13417","0.0","35056096","0.0"
"2017-06-17","³ì±¤","8202","25726500","8953","-8.4","22969750","12.0","13556","-39.5","35461728","-27.5"
"2017-06-16","³ì±¤","4816","12789700","9420","-48.9","20682350","-38.2","13296","-63.8","34073235","-62.5"
"2017-06-15","³ì±¤","5071","11601300","9515","-46.7","17793300","-34.8","13164","-61.5","33803939","-65.7"
"2017-06-14","³ì±¤","7318","12164100","10228","-28.5","20067650","-39.4","13031","-43.8","31678437","-61.6"
"2017-06-13","³ì±¤","10111","20161050","14642","-30.9","26735000","-24.6","12982","-22.1","31900078","-36.8"
"2017-06-12","³ì±¤","15708","36227950",,"0.0",,"0.0","13208","18.9","34284238","5.7"
"2017-06-11","³ì±¤",,,"8494","0.0","14258600","0.0","13658","0.0","37856889","0.0"
"2017-06-10","³ì±¤","8748","21653100","7858","11.3","14838050","45.9","13883","-37.0","40392619","-46.4"
"2017-06-09","³ì±¤","6266","18216600","10306","-39.2","19504550","-6.6","13753","-54.4","39401262","-53.8"
"2017-06-08","³ì±¤","7048","18083940","13453","-47.6","25741000","-29.7","13647","-48.4","38209476","-52.7"
"2017-06-07","³ì±¤","9062","21382050","15959","-43.2","34996850","-38.9","13450","-32.6","36433015","-41.3"
"2017-06-06","³ì±¤","13804","41491900","17192","-19.7","46653850","-11.1","12870","7.3","32294837","28.5"
"2017-06-05","³ì±¤","14412","70388800",,"0.0",,"0.0","12124","18.9","28717030","145.1"
"2017-06-04","³ì±¤",,,"8434","0.0","18229100","0.0","12324","0.0","27654641","0.0"
"2017-06-03","³ì±¤","7572","36723800","9446","-19.8","20497900","79.2","12935","-41.5","28680436","28.0"
"2017-06-02","³ì±¤","7012","27530400","9612","-27.0","19205850","43.3","13725","-48.9","31629709","-13.0"
"2017-06-01","³ì±¤","5660","20726260","11728","-51.7","24037100","-13.8","14475","-60.9","35228038","-41.2"
"2017-05-31","³ì±¤","7019","20137133","18766","-62.6","48176600","-58.2","14565","-51.8","34115566","-41.0"
"2017-05-30","³ì±¤","9532","31282150","16261","-41.4","54998200","-43.1","14554","-34.5","34186268","-8.5"
"2017-05-29","³ì±¤","10504","35931650",,"0.0",,"0.0","14731","-28.7","36751636","-2.2"
"2017-05-28","³ì±¤",,,"8684","0.0","28650450","0.0","13812","0.0","38526232","0.0"
"2017-05-27","³ì±¤","8741","26162660","9796","-10.8","30644200","-14.6","13733","-36.4","38261148","-31.6"
"2017-05-26","³ì±¤","7738","23061707","8807","-12.1","25040600","-7.9","13678","-43.4","39061115","-41.0"
"2017-05-25","³ì±¤","6643","22258500","9320","-28.7","23317970","-4.5","13270","-49.9","37726061","-41.0"
"2017-05-24","³ì±¤","8887","31611050","14283","-37.8","34523120","-8.4","13452","-33.9","37998974","-16.8"
"2017-05-23","³ì±¤","10302","44333350","14204","-27.5","35624250","24.4","12997","-20.7","38540504","15.0"
"2017-05-22","³ì±¤","11518","46346150",,"0.0",,"0.0","12151","-5.2","37493961","23.6"
"2017-05-21","³ì±¤",,,"8092","0.0","17427050","0.0","11856","0.0","36266346","0.0"
"2017-05-20","³ì±¤","6320","23390750","9794","-35.5","20856650","12.2","12437","-49.2","37743375","-38.0"
"2017-05-19","³ì±¤","6630","20114950","8603","-22.9","18638550","7.9","12576","-47.3","36693025","-45.2"
"2017-05-18","³ì±¤","6455","16069800","10771","-40.1","25534000","-37.1","13090","-50.7","35439660","-54.7"
"2017-05-17","³ì±¤","8009","20695400","10516","-23.8","25103150","-17.6","13594","-41.1","36088492","-42.7"
"2017-05-16","³ì±¤","11604","27920600","14841","-21.8","31433050","-11.2","13762","-15.7","38545608","-27.6"
"2017-05-15","³ì±¤","15412","38253650",,"0.0",,"0.0","13540","13.8","40062412","-4.5"
"2017-05-14","³ì±¤",,,"9496","0.0","17428150","0.0","14429","0.0","44915590","0.0"
"2017-05-13","³ì±¤","7453","16910300","12888","-42.2","27172550","-37.8","14962","-50.2","47082120","-64.1"
"2017-05-12","³ì±¤","8125","20144040","17345","-53.2","45624450","-55.8","14465","-43.8","44829460","-55.1"
"2017-05-11","³ì±¤","8668","20615600","14862","-41.7","52791100","-60.9","14362","-39.6","46444220","-55.6"
"2017-05-10","³ì±¤","9772","28467800","11883","-17.8","54764300","-48.0","13669","-28.5","46203293","-38.4"
"2017-05-09","³ì±¤","13753","47782850","11528","19.3","51186750","-6.6","12075","13.9","42307511","12.9"
"2017-05-08","³ì±¤","10981","58349500",,"0.0",,"0.0","11310","-2.9","39353761","48.3"
"2017-05-07","³ì±¤",,,"6633","0.0","17955150","0.0","12022","0.0","41843654","0.0"
"2017-05-06","³ì±¤","8080","34171200","11907","-32.1","30559300","11.8","13660","-40.8","48239603","-29.2"
"2017-05-05","³ì±¤","5641","17631050","15596","-63.8","45569700","-61.3","14906","-62.2","50511874","-65.1"
"2017-05-04","³ì±¤","7963","20615300","16024","-50.3","58512000","-64.8","16026","-50.3","55109565","-62.6"
"2017-05-03","³ì±¤","10880","25357650","14086","-22.8","75313450","-66.3","16082","-32.3","56205588","-54.9"
"2017-05-02","³ì±¤","9994","31749900","13069","-23.5","64281100","-50.6","14987","-33.3","54066398","-41.3"
"2017-05-01","³ì±¤","13776","42998250",,"0.0",,"0.0","13303","3.6","52281221","-17.8"
"2017-04-30","³ì±¤",,,"8916","0.0","36610600","0.0","12589","0.0","50948861","0.0"
"2017-04-29","³ì±¤","11508","40362035","9859","16.7","38151850","5.8","12083","-4.8","46251027","-12.7"
"2017-04-28","³ì±¤","10357","42462300","9967","3.9","30000850","41.5","11992","-13.6","41935151","1.3"
"2017-04-27","³ì±¤","9481","40744606","9544","-0.7","27118850","50.2","12208","-22.3","42708627","-4.6"
"2017-04-26","³ì±¤","10486","54738100","10322","1.6","28988800","88.8","12587","-16.7","42106453","30.0"
"2017-04-25","³ì±¤","7940","42204275","13223","-40.0","34087250","23.8","12102","-34.4","44024877","-4.1"
"2017-04-24","³ì±¤","9877","41998025",,"0.0",,"0.0","11577","-14.7","45211427","-7.1"
"2017-04-23","³ì±¤",,,"9025","0.0","21895550","0.0","11599","0.0","45131812","0.0"
"2017-04-22","³ì±¤","6542","24225000","11984","-45.4","27514800","-12.0","11958","-45.3","44364998","-45.4"
"2017-04-21","³ì±¤","8435","32172629","10312","-18.2","24042250","33.8","12268","-31.2","44424635","-27.6"
"2017-04-20","³ì±¤","6767","24995200","12915","-47.6","30885350","-19.1","13156","-48.6","46589735","-46.4"
"2017-04-19","³ì±¤","7208","26473250","15382","-53.1","44611650","-40.7","13849","-48.0","48812786","-45.8"
"2017-04-18","³ì±¤","7030","25737600","16876","-58.3","48101300","-46.5","13787","-49.0","49676328","-48.2"
"2017-04-17","³ì±¤","13203","50603300",,"0.0",,"0.0","13290","-0.7","48415970","4.5"
"2017-04-16","³ì±¤",,,"13049","0.0","39982400","0.0","12959","0.0","48486222","0.0"
"2017-04-15","³ì±¤","9642","38595850","12255","-21.3","39933150","-3.3","13093","-26.4","50658324","-23.8"
"2017-04-14","³ì±¤","9441","38344450","9268","1.9","27151900","41.2","12983","-27.3","47864013","-19.9"
"2017-04-13","³ì±¤","7336","28540825","12819","-42.8","36589800","-22.0","13484","-45.6","47890267","-40.4"
"2017-04-12","³ì±¤","7053","24828650","10639","-33.7","32968000","-24.7","13536","-47.9","48213003","-48.5"
"2017-04-11","³ì±¤","8767","27883000","16145","-45.7","43575000","-36.0","13326","-34.2","48161252","-42.1"
"2017-04-10","³ì±¤","10861","32194700",,"0.0",,"0.0","12209","-11.0","43804701","-26.5"
"2017-04-09","³ì±¤",,,"10976","0.0","31232200","0.0","12594","0.0","41428074","0.0"
"2017-04-08","³ì±¤","6908","20178600","10051","-31.3","33110850","-39.1","12923","-46.5","41004972","-50.8"
"2017-04-07","³ì±¤","8335","23303525","14138","-41.0","44282500","-47.4","13348","-37.6","41519755","-43.9"
"2017-04-06","³ì±¤","8316","23110950","13872","-40.1","47961950","-51.8","14153","-41.2","43719995","-47.1"
"2017-04-05","³ì±¤","9026","28151500","15592","-42.1","55777100","-49.5","14790","-39.0","45794010","-38.5"
"2017-04-04","³ì±¤","10968","36413250","18622","-41.1","65041750","-44.0","14342","-23.5","47103748","-22.7"
"2017-04-03","³ì±¤","11645","40257900",,"0.0",,"0.0","13641","-14.6","47780022","-15.7"
"2017-04-02","³ì±¤",,,"11576","0.0","40054600","0.0","13477","0.0","46229642","0.0"
"2017-04-01","³ì±¤","6281","19726350","9379","-33.0","30439550","-35.2","13245","-52.6","46355802","-57.4"
"2017-03-31","³ì±¤","9212","26968049","12261","-24.9","39497350","-31.7","12916","-28.7","46068523","-41.5"
"2017-03-30","³ì±¤","7111","21200344","11337","-37.3","37527650","-43.5","13117","-45.8","46761277","-54.7"
"2017-03-29","³ì±¤","8177","21727700","12404","-34.1","42049200","-48.3","12900","-36.6","46900007","-53.7"
"2017-03-28","³ì±¤","7402","22188200","15240","-51.4","50353550","-55.9","12062","-38.6","45430578","-51.2"
"2017-03-27","³ì±¤","11975","37143750",,"0.0",,"0.0","11750","1.9","44692891","-16.9"
"2017-03-26","³ì±¤",,,"11827","0.0","38473250","0.0","11316","0.0","45569886","0.0"
"2017-03-25","³ì±¤","11506","36701500","12527","-8.2","42385050","-13.4","10897","5.6","42027586","-12.7"
"2017-03-24","³ì±¤","9384","38525850","11402","-17.7","38710650","-0.5","10981","-14.5","41043603","-6.1"
"2017-03-23","³ì±¤","7698","29433400","10534","-26.9","39020250","-24.6","11180","-31.1","43001997","-31.6"
"2017-03-22","³ì±¤","6328","24715300","13063","-51.6","45799650","-46.0","10598","-40.3","46327054","-46.7"
"2017-03-21","³ì±¤","9378","31994900","14997","-37.5","57727900","-44.6","10436","-10.1","49997274","-36.0"
"2017-03-20","³ì±¤","12105","39541500",,"0.0",,"0.0","9822","23.2","54976031","-28.1"
"2017-03-19","³ì±¤",,,"10997","0.0","45600850","0.0","9974","0.0","55565316","0.0"
"2017-03-18","³ì±¤","7839","23486050","12747","-38.5","61817650","-62.0","9902","-20.8","56523130","-58.4"
"2017-03-17","³ì±¤","8614","27282650","12245","-29.7","62069650","-56.0","10018","-14.0","55322057","-50.7"
"2017-03-16","³ì±¤","7425","23722450","10286","-27.8","52307850","-54.6","10112","-26.6","53023472","-55.3"
"2017-03-15","³ì±¤","11979","43029618","8844","35.4","41405200","3.9","9496","26.1","49205674","-12.6"
"2017-03-14","³ì±¤","11830","47841200","11223","5.4","40380900","18.5","9111","29.8","47237451","1.3"
"2017-03-13","³ì±¤","10352","41571450",,"0.0",,"0.0","8903","16.3","45717099","-9.1"
"2017-03-12","³ì±¤",,,"10965","0.0","35260050","0.0","9232","0.0","48127411","0.0"
"2017-03-11","³ì±¤","4940","17201400","9828","-49.7","32619350","-47.3","9605","-48.6","52341208","-67.1"
"2017-03-10","³ì±¤","8008","27553650","9758","-17.9","31555650","-12.7","9807","-18.3","56984353","-51.6"
"2017-03-09","³ì±¤","5752","21836100","11378","-49.4","35469900","-38.4","10170","-43.4","60028960","-63.6"
"2017-03-08","³ì±¤","8310","31390850","9540","-12.9","33545750","-6.4","9710","-14.4","58258613","-46.1"
"2017-03-07","³ì±¤","10215","46290300","15215","-32.9","50329250","-8.0","8892","14.9","59067663","-21.6"
"2017-03-06","³ì±¤","15385","81905050",,"0.0",,"0.0","8594","79.0","63472877","29.0"
"2017-03-05","³ì±¤",,,"12008","0.0","35616400","0.0","8767","0.0","64448360","0.0"
"2017-03-04","³ì±¤","9398","66289250","12076","-22.2","37876350","75.0","9306","1.0","66404493","-0.2"
"2017-03-03","³ì±¤","7306","53678100","10298","-29.1","31974000","67.9","9643","-24.2","67074313","-20.0"
"2017-03-02","³ì±¤","4447","30074500","14311","-68.9","51143150","-41.2","9452","-53.0","64695473","-53.5"
"2017-03-01","³ì±¤","4400","26166200","11863","-62.9","49737750","-47.4","8466","-48.0","57526964","-54.5"
"2017-02-28","³ì±¤","7066","38685253","14410","-51.0","65470400","-40.9","8307","-14.9","58982050","-34.4"
"2017-02-27","³ì±¤","12327","59881350","10208","20.8","53532750","11.9","8208","50.2","63019927","-5.0"
"2017-02-26","³ì±¤",,,"10059","0.0","59478350","0.0","8610","0.0","66525867","0.0"
"2017-02-25","³ì±¤","7640","35821200","8407","-9.1","49881000","-28.2","8886","-14.0","70315058","-49.1"
"2017-02-24","³ì±¤","6372","28817350","6029","5.7","37077700","-22.3","9002","-29.2","71065188","-59.4"
"2017-02-23","³ì±¤","7925","36044650","8437","-6.1","54649700","-34.0","8509","-6.9","69199120","-47.9"
"2017-02-22","³ì±¤","7526","35818800","13467","-44.1","86502550","-58.6","8569","-12.2","71170548","-49.7"
"2017-02-21","³ì±¤","8418","41489402",,"0.0",,"0.0","8146","3.3","68024422","-39.0"
"2017-02-20","³ì±¤","11093","53615850","7283","52.3","49789800","7.7","7965","39.3","67881278","-21.0"
"2017-02-19","³ì±¤",,,"7685","0.0","51372400","0.0","7886","0.0","68604018","0.0"
"2017-02-18","³ì±¤","8117","38456233","6212","30.7","37105600","3.6","7975","1.8","67368313","-42.9"
