연도,거래일자,품목명,필드,채우기_이전값,채우기_이후값,공여자_전년도값,공여자_다음해_원래거래일자
2016,2016-02-28,생표고(수입)　,반입량,,12636.0,12636.0,2017-02-28
2016,2016-02-28,표고버섯(일반),반입량,,17789.0,17789.0,2017-02-28
2016,2016-02-28,생표고(수입)　,금액,,71537500.0,71537500.0,2017-02-28
2016,2016-02-28,표고버섯(일반),금액,,140933500.0,140933500.0,2017-02-28
