연도,거래일자,품목명,필드,채우기_이전값,채우기_이후값,공여자_전년도값,공여자_다음해_원래거래일자
2024,2024-02-28,단호박,금액,,892500.0,892500.0,2025-02-28
2022,2022-06-30,미니 단호박,금액,,-180000.0,-180000.0,2023-06-30
2022,2022-06-06,미니 단호박,금액,,-192000.0,-192000.0,2023-06-06
2021,2021-03-10,미니 단호박,금액,,-296000.0,-296000.0,2022-03-10
2016,2016-02-28,단호박,반입량,,38334.0,38334.0,2017-02-28
2016,2016-02-28,단호박,금액,,36984400.0,36984400.0,2017-02-28
2016,2016-07-14,미니 단호박,금액,,-400000.0,-400000.0,2017-07-14
