연도,거래일자,품목명,필드,채우기_이전값,채우기_이후값,공여자_전년도값,공여자_다음해_원래거래일자
2016,2016-02-28,느타리버섯(일반),반입량,,69944.0,69944.0,2017-02-28
2016,2016-02-28,맛느타리버섯,반입량,,15303.0,15303.0,2017-02-28
2016,2016-02-28,느타리버섯(일반),금액,,120945000.0,120945000.0,2017-02-28
2016,2016-02-28,맛느타리버섯,금액,,32673300.0,32673300.0,2017-02-28
