연도,거래일자,품목명,필드,채우기_이전값,채우기_이후값,공여자_전년도값,공여자_다음해_원래거래일자
2016,2016-02-28,청피망,반입량,,20045.0,20045.0,2017-02-28
2016,2016-02-28,홍피망,반입량,,4622.0,4622.0,2017-02-28
2016,2016-02-28,청피망,금액,,109373400.0,109373400.0,2017-02-28
2016,2016-02-28,홍피망,금액,,29557600.0,29557600.0,2017-02-28
