연도,거래일자,품목명,필드,채우기_이전값,채우기_이후값,공여자_전년도값,공여자_다음해_원래거래일자
2016,2016-02-28,뉴그린,반입량,,364.0,364.0,2017-02-28
2016,2016-02-28,브로코리(국산),반입량,,30874.0,30874.0,2017-02-28
2016,2016-02-28,브로코리(일반),반입량,,5672.0,5672.0,2017-02-28
2016,2016-02-28,뉴그린,금액,,1554500.0,1554500.0,2017-02-28
2016,2016-02-28,브로코리(국산),금액,,95931316.0,95931316.0,2017-02-28
2016,2016-02-28,브로코리(일반),금액,,15750000.0,15750000.0,2017-02-28
