연도,거래일자,품목명,필드,채우기_이전값,채우기_이후값,공여자_전년도값,공여자_다음해_원래거래일자
2016,2016-02-28,생강(일반),반입량,,35947.0,35947.0,2017-02-28
2016,2016-02-28,원강,반입량,,1680.0,1680.0,2017-02-28
2016,2016-02-28,생강(일반),금액,,140874500.0,140874500.0,2017-02-28
2016,2016-02-28,원강,금액,,7522000.0,7522000.0,2017-02-28
