연도,거래일자,품목명,필드,채우기_이전값,채우기_이후값,공여자_전년도값,공여자_다음해_원래거래일자
2016,2016-02-28,백다다기,반입량,,265673.0,265673.0,2017-02-28
2016,2016-02-28,취청,반입량,,83300.0,83300.0,2017-02-28
2016,2016-02-28,백다다기,금액,,662804000.0,662804000.0,2017-02-28
2016,2016-02-28,취청,금액,,226326500.0,226326500.0,2017-02-28
