연도,거래일자,품목명,필드,채우기_이전값,채우기_이후값,공여자_전년도값,공여자_다음해_원래거래일자
2023,2023-01-26,깻잎(일반),금액,,-1534000.0,-1534000.0,2024-01-26
2016,2016-02-28,깻잎(일반),반입량,,38568.0,38568.0,2017-02-28
2016,2016-02-28,깻잎(일반),금액,,124476544.0,124476544.0,2017-02-28
