"°Å·¡ÀÏÀÚ","Ç°¸ס¸ם","¹ÝÀÔ·®","±Ý¾×","Àü³ג ¹ÝÀÔ·®","Àü³ג ¹ÝÀÔ·® Áץ°¨·ü(%)","Àü³ג ±Ý¾×","Àü³ג ±Ý¾× Áץ°¨·ü(%)","Æע³ג ¹ÝÀÔ·®","Æע³ג ¹ÝÀÔ·® Áץ°¨·ü(%)","Æע³ג ±Ý¾×","Æע³ג ±Ý¾× Áץ°¨·ü(%)"
"2024-10-29","ÆØÀÌ","60900","122566000",,"0.0",,"0.0","53703","13.4","125941250","-2.7"
"2024-10-28","ÆØÀÌ","65970","128763000","59820","10.3","118412500","8.7","54632","20.8","126947217","1.4"
"2024-10-27","ÆØÀÌ",,,"59290","0.0","115324500","0.0","55523","0.0","128971467","0.0"
"2024-10-26","ÆØÀÌ","64460","118888000","58850","9.5","121810000","-2.4","56653","13.8","130025550","-8.6"
"2024-10-25","ÆØÀÌ","60745","109490000","60135","1.0","129993500","-15.8","57321","6.0","133322100","-17.9"
"2024-10-24","ÆØÀÌ","58285","103782000","60425","-3.5","135388000","-23.3","57380","1.6","136519800","-24.0"
"2024-10-23","ÆØÀÌ","59570","107226000","64865","-8.2","151054000","-29.0","55756","6.8","138637367","-22.7"
"2024-10-22","ÆØÀÌ","57920","109839000",,"0.0",,"0.0","54694","5.9","138301833","-20.6"
"2024-10-21","ÆØÀÌ","61350","119781500","56805","8.0","126826500","-5.6","53747","14.1","136204700","-12.1"
"2024-10-20","ÆØÀÌ",,,"59090","0.0","129981000","0.0","54039","0.0","135785017","0.0"
"2024-10-19","ÆØÀÌ","60905","115814500","57490","5.9","122380000","-5.4","54250","12.3","136975050","-15.4"
"2024-10-18","ÆØÀÌ","58620","118137500","62435","-6.1","142654500","-17.2","55155","6.3","140018017","-15.6"
"2024-10-17","ÆØÀÌ","59155","124888500","57485","2.9","138150000","-9.6","55823","6.0","141619517","-11.8"
"2024-10-16","ÆØÀÌ","58185","131953000","61880","-6.0","162038000","-18.6","55814","4.2","140670517","-6.2"
"2024-10-15","ÆØÀÌ","55840","134798500",,"0.0",,"0.0","55138","1.3","136331067","-1.1"
"2024-10-14","ÆØÀÌ","59950","149592000","57590","4.1","159196000","-6.0","55224","8.6","132141617","13.2"
"2024-10-13","ÆØÀÌ",,,"57950","0.0","149267500","0.0","55436","0.0","127444283","0.0"
"2024-10-12","ÆØÀÌ","61330","150864000","58440","4.9","146176500","3.2","55752","10.0","122402883","23.3"
"2024-10-11","ÆØÀÌ","58885","140067000","55270","6.5","148078500","-5.4","56379","4.4","119560350","17.2"
"2024-10-10","ÆØÀÌ","60380","139941500","57915","4.3","164922500","-15.1","56775","6.3","117586033","19.0"
"2024-10-09","ÆØÀÌ","56280","132002000","58015","-3.0","188933500","-30.1","56937","-1.2","117449017","12.4"
"2024-10-08","ÆØÀÌ","54385","148770500",,"0.0",,"0.0","57222","-5.0","123062433","20.9"
"2024-10-07","ÆØÀÌ","56965","176272500","55490","2.7","173413500","1.6","56111","1.5","127752167","38.0"
"2024-10-06","ÆØÀÌ",,,"55665","0.0","155974500","0.0","54355","0.0","131554083","0.0"
"2024-10-05","ÆØÀÌ","56005","150878500","58360","-4.0","154725500","-2.5","53249","5.2","132727217","13.7"
"2024-10-04","ÆØÀÌ","54345","121593000","57045","-4.7","143548000","-15.3","51896","4.7","132555000","-8.3"
"2024-10-03","ÆØÀÌ","54955","110398500","57525","-4.5","173062000","-36.2","52711","4.3","129924000","-15.0"
"2024-10-02","ÆØÀÌ","53415","93153500","58390","-8.5","211872500","-56.0","53261","0.3","126618733","-26.4"
"2024-10-01","ÆØÀÌ","55120","93744000",,"0.0",,"0.0","54690","0.8","130174850","-28.0"
"2024-09-30","ÆØÀÌ","59995","107986500",,"0.0",,"0.0","57077","5.1","134298000","-19.6"
"2024-09-29","ÆØÀÌ",,,,"0.0",,"0.0","58634","0.0","138668000","0.0"
"2024-09-28","ÆØÀÌ","59030","110610500","51660","14.3","164160500","-32.6","59712","-1.1","149545200","-26.0"
"2024-09-27","ÆØÀÌ","61650","115287000","64550","-4.5","261637000","-55.9","61403","0.4","162526333","-29.1"
"2024-09-26","ÆØÀÌ","63685","119279000","60085","6.0","205094000","-41.8","61433","3.7","165341433","-27.9"
"2024-09-25","ÆØÀÌ","65105","152793500","66950","-2.8","202562500","-24.6","61065","6.6","165012867","-7.4"
"2024-09-24","ÆØÀÌ","67185","187038500",,"0.0",,"0.0","60660","10.8","159577683","17.2"
"2024-09-23","ÆØÀÌ","69260","211121000","66905","3.5","183545500","15.0","59869","15.7","157021917","34.5"
"2024-09-22","ÆØÀÌ",,,"64780","0.0","180307500","0.0","59452","0.0","152602883","0.0"
"2024-09-21","ÆØÀÌ","67295","203703500","61140","10.1","179691500","13.4","59742","12.6","148985617","36.7"
"2024-09-20","ÆØÀÌ","70375","209168000","59830","17.6","174216000","20.1","60090","17.1","147033850","42.3"
"2024-09-19","ÆØÀÌ",,,"58910","0.0","182041500","0.0","59432","0.0","145708400","0.0"
"2024-09-18","ÆØÀÌ",,,"59635","0.0","187782000","0.0","59511","0.0","145021100","0.0"
"2024-09-17","ÆØÀÌ",,,,"0.0",,"0.0","59509","0.0","142355050","0.0"
"2024-09-16","ÆØÀÌ","57225","163148000","56565","1.2","170721000","-4.4","59058","-3.1","139516250","16.9"
"2024-09-15","ÆØÀÌ",,,"54495","0.0","145231000","0.0","58191","0.0","136165417","0.0"
"2024-09-14","ÆØÀÌ","72030","188079500","56860","26.7","142418000","32.1","58003","24.2","134481383","39.9"
"2024-09-13","ÆØÀÌ","68975","170042500","56665","21.7","148409000","14.6","57905","19.1","136560167","24.5"
"2024-09-12","ÆØÀÌ","63400","143022500","57305","10.6","160999500","-11.2","57828","9.6","141591333","1.0"
"2024-09-11","ÆØÀÌ","60320","135889000","57535","4.8","171097000","-20.6","57112","5.6","146627967","-7.3"
"2024-09-10","ÆØÀÌ","58475","132973500",,"0.0",,"0.0","57885","1.0","151104983","-12.0"
"2024-09-09","ÆØÀÌ","60195","133142000","57015","5.6","166696000","-20.1","58118","3.6","155206600","-14.2"
"2024-09-08","ÆØÀÌ",,,"57755","0.0","150067500","0.0","57756","0.0","151976017","0.0"
"2024-09-07","ÆØÀÌ","56810","115116000","55905","1.6","135994500","-15.4","56447","0.6","147509250","-22.0"
"2024-09-06","ÆØÀÌ","60455","129050500","54093","11.8","136442500","-5.4","55451","9.0","146284950","-11.8"
"2024-09-05","ÆØÀÌ","61870","117967000","58335","6.1","159905500","-26.2","55508","11.5","143892950","-18.0"
"2024-09-04","ÆØÀÌ","64435","117589000","57690","11.7","179691000","-34.6","55326","16.5","142595650","-17.5"
"2024-09-03","ÆØÀÌ","61780","120080500",,"0.0",,"0.0","54515","13.3","139912017","-14.2"
"2024-09-02","ÆØÀÌ","60235","126815000","56300","7.0","158994500","-20.2","54322","10.9","134260750","-5.5"
"2024-09-01","ÆØÀÌ",,,"55765","0.0","149695500","0.0","54413","0.0","125623717","0.0"
"2024-08-31","ÆØÀÌ","62600","135514500","56020","11.7","138665500","-2.3","55372","13.1","120453917","12.5"
"2024-08-30","ÆØÀÌ","65075","136271500","53280","22.1","129726500","5.0","55370","17.5","116095417","17.4"
"2024-08-29","ÆØÀÌ","59575","111450000","57405","3.8","139729500","-20.2","54761","8.8","111248650","0.2"
"2024-08-28","ÆØÀÌ","60980","103241000","52795","15.5","137156500","-24.7","54623","11.6","110644417","-6.7"
"2024-08-27","ÆØÀÌ","58265","101021000",,"0.0",,"0.0","55162","5.6","109725217","-7.9"
"2024-08-26","ÆØÀÌ","60170","103395000","51630","16.5","120130500","-13.9","55331","8.7","108108600","-4.4"
"2024-08-25","ÆØÀÌ",,,"53435","0.0","110404000","0.0","55834","0.0","108187767","0.0"
"2024-08-24","ÆØÀÌ","59320","93399500","53815","10.2","100537500","-7.1","57031","4.0","109749383","-14.9"
"2024-08-23","ÆØÀÌ","61535","89234500","56135","9.6","110517000","-19.3","58061","6.0","109476317","-18.5"
"2024-08-22","ÆØÀÌ","55660","79210000","57295","-2.9","119989500","-34.0","58982","-5.6","111021517","-28.7"
"2024-08-21","ÆØÀÌ","57640","84890000","60070","-4.0","139596500","-39.2","59693","-3.4","113023517","-24.9"
"2024-08-20","ÆØÀÌ","58905","97560500",,"0.0",,"0.0","58713","0.3","112595267","-13.4"
"2024-08-19","ÆØÀÌ","60265","112820000","59795","0.8","143313500","-21.3","57888","4.1","110844617","1.8"
"2024-08-18","ÆØÀÌ",,,"59025","0.0","145356000","0.0","56620","0.0","107558850","0.0"
"2024-08-17","ÆØÀÌ","60545","93634000","57265","5.7","125759500","-25.5","55208","9.7","103169733","-9.2"
"2024-08-16","ÆØÀÌ","58590","80190000","56035","4.6","116303000","-31.1","54658","7.2","100915233","-20.5"
"2024-08-15","ÆØÀÌ","59525","78202500","53610","11.0","116939500","-33.1","54609","9.0","99560633","-21.5"
"2024-08-14","ÆØÀÌ","59060","78569000","56020","5.4","142379500","-44.8","55330","6.7","101307317","-22.4"
"2024-08-13","ÆØÀÌ","58970","87463000",,"0.0",,"0.0","55319","6.6","98168567","-10.9"
"2024-08-12","ÆØÀÌ","62790","96787500","59275","5.9","142955000","-32.3","57561","9.1","102238933","-5.3"
"2024-08-11","ÆØÀÌ",,,"55825","0.0","126808000","0.0","57955","0.0","104418083","0.0"
"2024-08-10","ÆØÀÌ","60409","81249100","55430","9.0","99127000","-18.0","58542","3.2","107950617","-24.7"
"2024-08-09","ÆØÀÌ","60370","71795000","56635","6.6","102607000","-30.0","58923","2.5","115352683","-37.8"
"2024-08-08","ÆØÀÌ","58235","68403500","57370","1.5","121372500","-43.6","58742","-0.9","124918300","-45.2"
"2024-08-07","ÆØÀÌ","62505","77384100","58075","7.6","191249000","-59.5","58487","6.9","127080900","-39.1"
"2024-08-06","ÆØÀÌ","65170","98430000",,"0.0",,"0.0","59091","10.3","129633183","-24.1"
"2024-08-05","ÆØÀÌ","70425","121711000",,"0.0",,"0.0","58588","20.2","127003933","-4.2"
"2024-08-04","ÆØÀÌ",,,"55680","0.0","196687000","0.0","57534","0.0","121328233","0.0"
"2024-08-03","ÆØÀÌ",,,"53480","0.0","130803500","0.0","56622","0.0","110959850","0.0"
"2024-08-02","ÆØÀÌ","62975","106198500","55515","13.4","115096000","-7.7","55256","14.0","104804850","1.3"
"2024-08-01","ÆØÀÌ","60890","85435500","55955","8.8","128700500","-33.6","53986","12.8","98801867","-13.5"
"2024-07-31","ÆØÀÌ","61205","88868600","56120","9.1","156940000","-43.4","53265","14.9","96101800","-7.5"
"2024-07-30","ÆØÀÌ","58195","92038000",,"0.0",,"0.0","53470","8.8","91532267","0.6"
"2024-07-29","ÆØÀÌ","59425","98282000","51800","14.7","115253000","-14.7","53639","10.8","88223917","11.4"
"2024-07-28","ÆØÀÌ",,,"56310","0.0","107500000","0.0","53435","0.0","84769167","0.0"
"2024-07-27","ÆØÀÌ","59215","82908500","54280","9.1","97066000","-14.6","54429","8.8","80595533","2.9"
"2024-07-26","ÆØÀÌ","57415","69607000","52110","10.2","98569500","-29.4","54701","5.0","76783142","-9.3"
"2024-07-25","ÆØÀÌ","54850","64001500","58635","-6.5","126596250","-49.4","54038","1.5","75841875","-15.6"
"2024-07-24","ÆØÀÌ","56635","68353000","51215","10.6","134968250","-49.4","53482","5.9","75292975","-9.2"
"2024-07-23","ÆØÀÌ","60390","75012000",,"0.0",,"0.0","53106","13.7","75413358","-0.5"
"2024-07-22","ÆØÀÌ","57840","68124100","53345","8.4","118354500","-42.4","52989","9.2","77202358","-11.8"
"2024-07-21","ÆØÀÌ",,,"53540","0.0","102497000","0.0","53224","0.0","79758610","0.0"
"2024-07-20","ÆØÀÌ","56500","59901000","59390","-4.9","98657000","-39.3","53953","4.7","80909060","-26.0"
"2024-07-19","ÆØÀÌ","53290","60758000","58385","-8.7","91223000","-33.4","55283","-3.6","81940133","-25.9"
"2024-07-18","ÆØÀÌ","57936","70441000","62040","-6.6","92707000","-24.0","56357","2.8","80970967","-13.0"
"2024-07-17","ÆØÀÌ","58960","79610500","63500","-7.1","89836000","-11.4","56554","4.3","79703000","-0.1"
"2024-07-16","ÆØÀÌ","59625","90657500",,"0.0",,"0.0","56146","6.2","79097783","14.6"
"2024-07-15","ÆØÀÌ","61490","102618000","59485","3.4","75318000","36.2","57057","7.8","79725617","28.7"
"2024-07-14","ÆØÀÌ",,,"60395","0.0","79627000","0.0","56913","0.0","79357030","0.0"
"2024-07-13","ÆØÀÌ","55260","85855000","57392","-3.7","85797500","0.1","56143","-1.6","80223930","7.0"
"2024-07-12","ÆØÀÌ","58720","85890500","60285","-2.6","95412000","-10.0","56535","3.9","79491697","8.0"
"2024-07-11","ÆØÀÌ","58035","85350000","62535","-7.2","111380000","-23.4","56984","1.8","78582713","8.6"
"2024-07-10","ÆØÀÌ","56925","91316500","63340","-10.1","121735000","-25.0","55859","1.9","77059480","18.5"
"2024-07-09","ÆØÀÌ","57110","99134500",,"0.0",,"0.0","55070","3.7","75291883","31.7"
"2024-07-08","ÆØÀÌ","59045","108625500","60255","-2.0","93874000","15.7","55353","6.7","76011050","42.9"
"2024-07-07","ÆØÀÌ",,,"57555","0.0","86046000","0.0","55103","0.0","76483883","0.0"
"2024-07-06","ÆØÀÌ","56465","99640500","58150","-2.9","89139000","11.8","55160","2.4","76109417","30.9"
"2024-07-05","ÆØÀÌ","54635","91478000","58890","-7.2","89862500","1.8","55980","-2.4","76407150","19.7"
"2024-07-04","ÆØÀÌ","55620","90695000","55940","-0.6","89878500","0.9","56956","-2.3","76343367","18.8"
"2024-07-03","ÆØÀÌ","57185","96581500","60820","-6.0","95456000","1.2","56659","0.9","76171467","26.8"
"2024-07-02","ÆØÀÌ","56280","105204000",,"0.0",,"0.0","56422","-0.3","75780183","38.8"
"2024-07-01","ÆØÀÌ","58005","101658500","59325","-2.2","86178000","18.0","57166","1.5","77377150","31.4"
"2024-06-30","ÆØÀÌ",,,"58020","0.0","79298500","0.0","57141","0.0","78500750","0.0"
"2024-06-29","ÆØÀÌ","55370","85877000","63575","-12.9","85548000","0.4","56908","-2.7","78911750","8.8"
"2024-06-28","ÆØÀÌ","55480","78769000","61270","-9.4","95290500","-17.3","56775","-2.3","79791917","-1.3"
"2024-06-27","ÆØÀÌ","56010","79821000","64215","-12.8","114196000","-30.1","56522","-0.9","80108283","-0.4"
"2024-06-26","ÆØÀÌ","55590","77077500","67240","-17.3","118210500","-34.8","55218","0.7","78272317","-1.5"
"2024-06-25","ÆØÀÌ","52225","75740000",,"0.0",,"0.0","54462","-4.1","78225183","-3.2"
"2024-06-24","ÆØÀÌ","58645","84868500","66955","-12.4","94241500","-9.9","54396","7.8","80325383","5.7"
"2024-06-23","ÆØÀÌ",,,"63055","0.0","75871000","0.0","54271","0.0","81953450","0.0"
"2024-06-22","ÆØÀÌ","56370","69225500","61225","-7.9","71250250","-2.8","54618","3.2","82087683","-15.7"
"2024-06-21","ÆØÀÌ","53465","67328500","64317","-16.9","80585500","-16.5","55164","-3.1","82452683","-18.3"
"2024-06-20","ÆØÀÌ","57700","78213500","62297","-7.4","84573000","-7.5","55200","4.5","81995842","-4.6"
"2024-06-19","ÆØÀÌ","55380","86536500","66782","-17.1","94952000","-8.9","55421","-0.1","81875262","5.7"
"2024-06-18","ÆØÀÌ","59380","100099500",,"0.0",,"0.0","55432","7.1","84483845","18.5"
"2024-06-17","ÆØÀÌ","56485","95280000","64822","-12.9","89777750","6.1","54773","3.1","86249428","10.5"
"2024-06-16","ÆØÀÌ",,,"62910","0.0","91250000","0.0","54051","0.0","85927062","0.0"
"2024-06-15","ÆØÀÌ","53065","78842500","64090","-17.2","93834000","-16.0","53305","-0.5","85768020","-8.1"
"2024-06-14","ÆØÀÌ","54980","76963500","62650","-12.2","92828000","-17.1","53457","2.8","85164917","-9.6"
"2024-06-13","ÆØÀÌ","52320","74740000","64265","-18.6","103737000","-28.0","53421","-2.1","85557283","-12.6"
"2024-06-12","ÆØÀÌ","57565","90195000","67382","-14.6","107011000","-15.7","53891","6.8","85107617","6.0"
"2024-06-11","ÆØÀÌ","56065","97530000",,"0.0",,"0.0","54432","3.0","85005717","14.7"
"2024-06-10","ÆØÀÌ","57375","107823500","67700","-15.3","98206000","9.8","55251","3.8","85405700","26.2"
"2024-06-09","ÆØÀÌ",,,"62550","0.0","83732250","0.0","56033","0.0","84639950","0.0"
"2024-06-08","ÆØÀÌ","58655","102465000","60075","-2.4","84390500","21.4","55689","5.3","84570417","21.2"
"2024-06-07","ÆØÀÌ","60650","96496500","61560","-1.5","96332000","0.2","55882","8.5","87030817","10.9"
"2024-06-06","ÆØÀÌ","54210","83704000","60250","-10.0","104611000","-20.0","55376","-2.1","87564217","-4.4"
"2024-06-05","ÆØÀÌ","54790","93184500","66280","-17.3","115254500","-19.1","55080","-0.5","87097283","7.0"
"2024-06-04","ÆØÀÌ","54295","100526500",,"0.0",,"0.0","55324","-1.9","86283383","16.5"
"2024-06-03","ÆØÀÌ","57135","91837400","60780","-6.0","85672000","7.2","55718","2.5","86276717","6.4"
"2024-06-02","ÆØÀÌ",,,"62770","0.0","82075500","0.0","55451","0.0","86499333","0.0"
"2024-06-01","ÆØÀÌ","56465","76028500","60595","-6.8","80802000","-5.9","55599","1.6","89051150","-14.6"
"2024-05-31","ÆØÀÌ","59210","87208500","66340","-10.7","100553000","-13.3","56325","5.1","92290350","-5.5"
"2024-05-30","ÆØÀÌ","58620","98666500","65500","-10.5","105421000","-6.4","56010","4.7","93409817","5.6"
"2024-05-29","ÆØÀÌ","57880","108942500","66700","-13.2","102981000","5.8","55410","4.5","93489450","16.5"
"2024-05-28","ÆØÀÌ","56290","113598500",,"0.0",,"0.0","55257","1.9","92113367","23.3"
"2024-05-27","ÆØÀÌ","60505","109334500","64540","-6.3","87267000","25.3","54516","11.0","89553483","22.1"
"2024-05-26","ÆØÀÌ",,,"61040","0.0","77910000","0.0","54350","0.0","86763067","0.0"
"2024-05-25","ÆØÀÌ","58135","100110500","61240","-5.1","74646250","34.1","55309","5.1","86381967","15.9"
"2024-05-24","ÆØÀÌ","54435","100635000","60650","-10.2","77441250","30.0","55252","-1.5","84979067","18.4"
"2024-05-23","ÆØÀÌ","57260","114111000","65730","-12.9","90026500","26.8","55286","3.6","83001117","37.5"
"2024-05-22","ÆØÀÌ","56700","126164000","64880","-12.6","91932500","37.2","55309","2.5","82008700","53.8"
"2024-05-21","ÆØÀÌ","56090","141804500",,"0.0",,"0.0","55309","1.4","80412383","76.3"
"2024-05-20","ÆØÀÌ","58795","158822000","61270","-4.0","79034000","101.0","55959","5.1","78340017","102.7"
"2024-05-19","ÆØÀÌ",,,"61485","0.0","78367000","0.0","56211","0.0","77637617","0.0"
"2024-05-18","ÆØÀÌ","56020","149690500","61920","-9.5","82624500","81.2","56481","-0.8","78478367","90.7"
"2024-05-17","ÆØÀÌ","57345","152199500","62600","-8.4","88800000","71.4","57776","-0.7","80395500","89.3"
"2024-05-16","ÆØÀÌ","56540","148588500","64682","-12.6","97422000","52.5","58574","-3.5","83078433","78.9"
"2024-05-15","ÆØÀÌ","53285","142771000","67990","-21.6","110701000","29.0","58401","-8.8","86153867","65.7"
"2024-05-14","ÆØÀÌ","57000","149544500",,"0.0",,"0.0","57929","-1.6","90198583","65.8"
"2024-05-13","ÆØÀÌ","62415","161738500","66355","-5.9","109788000","47.3","57869","7.9","94195150","71.7"
"2024-05-12","ÆØÀÌ",,,"64045","0.0","111985000","0.0","57658","0.0","97767983","0.0"
"2024-05-11","ÆØÀÌ","59780","149265500","66580","-10.2","126491500","18.0","57565","3.8","99839950","49.5"
"2024-05-10","ÆØÀÌ","58705","142181000","67735","-13.3","145799500","-2.5","57826","1.5","100630500","41.3"
"2024-05-09","ÆØÀÌ","58875","137773500","64110","-8.2","157980500","-12.8","58470","0.7","101919050","35.2"
"2024-05-08","ÆØÀÌ","59470","133640500","69160","-14.0","183946500","-27.3","58829","1.1","102403317","30.5"
"2024-05-07","ÆØÀÌ","57150","129705000",,"0.0",,"0.0","58883","-2.9","101557233","27.7"
"2024-05-06","ÆØÀÌ","60035","138730000","63050","-4.8","157312000","-11.8","58177","3.2","98812167","40.4"
"2024-05-05","ÆØÀÌ",,,"59840","0.0","138125500","0.0","58126","0.0","95469417","0.0"
"2024-05-04","ÆØÀÌ","57520","122897500","60375","-4.7","145579000","-15.6","58224","-1.2","92206867","33.3"
"2024-05-03","ÆØÀÌ","56905","110882500","55090","3.3","131178000","-15.5","57915","-1.7","88630183","25.1"
"2024-05-02","ÆØÀÌ","57630","108725500","54825","5.1","131606000","-17.4","57919","-0.5","87236900","24.6"
"2024-05-01","ÆØÀÌ","60165","121082500","56565","6.4","136957000","-11.6","58288","3.2","88437000","36.9"
"2024-04-30","ÆØÀÌ","61725","134658000",,"0.0",,"0.0","58696","5.2","90625417","48.6"
"2024-04-29","ÆØÀÌ","63965","147227000","58610","9.1","115980000","26.9","58917","8.6","90824083","62.1"
"2024-04-28","ÆØÀÌ",,,"55085","0.0","101684500","0.0","58330","0.0","89905750","0.0"
"2024-04-27","ÆØÀÌ","59430","138237500","56850","4.5","105214500","31.4","57665","3.1","90269833","53.1"
