"芭贰老磊","前格疙","馆涝樊","陛咀","傈斥 馆涝樊","傈斥 馆涝樊 刘皑伏(%)","傈斥 陛咀","傈斥 陛咀 刘皑伏(%)","乞斥 馆涝樊","乞斥 馆涝樊 刘皑伏(%)","乞斥 陛咀","乞斥 陛咀 刘皑伏(%)"
"2025-06-30","全绊眠(老馆)","17974","64007500",,"0.0",,"0.0","16356","9.9","71440775","-10.4"
"2025-06-29","全绊眠(老馆)",,,"18128","0.0","87535500","0.0","16556","0.0","73394644","0.0"
"2025-06-28","全绊眠(老馆)","18405","65627820","12863","43.1","65521930","0.2","16972","8.4","80651449","-18.6"
"2025-06-27","全绊眠(老馆)","23103","111115500","13543","70.6","64863700","71.3","17210","34.2","82514406","34.7"
"2025-06-26","全绊眠(老馆)","14079","94343470","17583","-19.9","88561000","6.5","17866","-21.2","85100486","10.9"
"2025-06-25","全绊眠(老馆)","11799","75149900","14760","-20.1","85575300","-12.2","17705","-33.4","84547347","-11.1"
"2025-06-24","全绊眠(老馆)","10882","64290400","21916","-50.3","131845950","-51.2","17245","-36.9","85316726","-24.6"
"2025-06-23","全绊眠(老馆)","16810","97509050",,"0.0",,"0.0","16457","2.1","85471713","14.1"
"2025-06-22","全绊眠(老馆)",,,"16131","0.0","100545850","0.0","17266","0.0","86461413","0.0"
"2025-06-21","全绊眠(老馆)","12489","69783000","14766","-15.4","102358150","-31.8","17097","-27.0","85270258","-18.2"
"2025-06-20","全绊眠(老馆)","13030","83800100","11878","9.7","81887900","2.3","17123","-23.9","86681223","-3.3"
"2025-06-19","全绊眠(老馆)","12449","85315000","12053","3.3","79882350","6.8","16882","-26.3","86589285","-1.5"
"2025-06-18","全绊眠(老馆)","12250","92210900","15936","-23.1","102191550","-9.8","16341","-25.0","84953635","8.5"
"2025-06-17","全绊眠(老馆)","12543","96577300","16399","-23.5","99011400","-2.5","15897","-21.1","86085997","12.2"
"2025-06-16","全绊眠(老馆)","14473","116772730",,"0.0",,"0.0","16524","-12.4","91896037","27.1"
"2025-06-15","全绊眠(老馆)",,,"14281","0.0","80473460","0.0","15659","0.0","89711449","0.0"
"2025-06-14","全绊眠(老馆)","13363","107460900","15227","-12.2","90152750","19.2","15470","-13.6","90511762","18.7"
"2025-06-13","全绊眠(老馆)","14480","114523450","11106","30.4","66890650","71.2","15498","-6.6","86470407","32.4"
"2025-06-12","全绊眠(老馆)","9358","74941650","14084","-33.6","77995500","-3.9","15107","-38.1","80393156","-6.8"
"2025-06-11","全绊眠(老馆)","11711","77165500","13437","-12.8","79051800","-2.4","14462","-19.0","77146427","0.0"
"2025-06-10","全绊眠(老馆)","12477","74471600","16157","-22.8","97574550","-23.7","14861","-16.0","77063003","-3.4"
"2025-06-09","全绊眠(老馆)","17038","110641550",,"0.0",,"0.0","14642","16.4","81023637","36.6"
"2025-06-08","全绊眠(老馆)",,,"12586","0.0","68170450","0.0","14572","0.0","78767560","0.0"
"2025-06-07","全绊眠(老馆)","13584","86100700","14218","-4.5","78908700","9.1","14665","-7.4","76839533","12.1"
"2025-06-06","全绊眠(老馆)","9912","74861900","13506","-26.6","76748600","-2.5","15225","-34.9","76478018","-2.1"
"2025-06-05","全绊眠(老馆)","10042","60007300","12572","-20.1","80389050","-25.4","15469","-35.1","78586462","-23.6"
"2025-06-04","全绊眠(老馆)","12236","67865050","14297","-14.4","102381850","-33.7","15577","-21.4","75735432","-10.4"
"2025-06-03","全绊眠(老馆)","13598","73544000","17365","-21.7","133672550","-45.0","15282","-11.0","80398084","-8.5"
"2025-06-02","全绊眠(老馆)","16613","82491150",,"0.0",,"0.0","14520","14.4","83129482","-0.8"
"2025-06-01","全绊眠(老馆)",,,"11477","0.0","89717200","0.0","14396","0.0","86479451","0.0"
"2025-05-31","全绊眠(老馆)","14444","70797700","9788","47.6","81127750","-12.7","15261","-5.4","91706413","-22.8"
"2025-05-30","全绊眠(老馆)","11983","63902500","11144","7.5","96720650","-33.9","15785","-24.1","95093962","-32.8"
"2025-05-29","全绊眠(老馆)","9889","52059000","11413","-13.4","130604100","-60.1","15394","-35.8","91261113","-43.0"
"2025-05-28","全绊眠(老馆)","13396","69936100","10226","31.0","125953950","-44.5","14427","-7.1","85800758","-18.5"
"2025-05-27","全绊眠(老馆)","11132","56123500","11971","-7.0","139070250","-59.6","13867","-19.7","81643961","-31.3"
"2025-05-26","全绊眠(老馆)","15076","65557950",,"0.0",,"0.0","13493","11.7","79440734","-17.5"
"2025-05-25","全绊眠(老馆)",,,"10306","0.0","108059150","0.0","13844","0.0","81835316","0.0"
"2025-05-24","全绊眠(老馆)","12543","51663000","8993","39.5","101180100","-48.9","14111","-11.1","86682626","-40.4"
"2025-05-23","全绊眠(老馆)","13226","56056700","8746","51.2","85358850","-34.3","14523","-8.9","86642528","-35.3"
"2025-05-22","全绊眠(老馆)","13853","61754950","8262","67.7","78949400","-21.8","14391","-3.7","88553431","-30.3"
"2025-05-21","全绊眠(老馆)","14652","68583600","11363","28.9","95412550","-28.1","13437","9.0","84233973","-18.6"
"2025-05-20","全绊眠(老馆)","13055","68656800","17143","-23.8","141794900","-51.6","12633","3.3","80542721","-14.8"
"2025-05-19","全绊眠(老馆)","13934","72934650",,"0.0",,"0.0","12597","10.6","81351881","-10.3"
"2025-05-18","全绊眠(老馆)",,,"10248","0.0","72961650","0.0","12743","0.0","80948066","0.0"
"2025-05-17","全绊眠(老馆)","11509","59521550","9784","17.6","70919650","-16.1","12339","-6.7","76368405","-22.1"
"2025-05-16","全绊眠(老馆)","11685","63367000","9584","21.9","66625600","-4.9","12764","-8.5","75318180","-15.9"
"2025-05-15","全绊眠(老馆)","9394","54940400","8695","8.0","53689000","2.3","12418","-24.4","72740503","-24.5"
"2025-05-14","全绊眠(老馆)","10790","67041660","12990","-16.9","80938700","-17.2","12275","-12.1","71422157","-6.1"
"2025-05-13","全绊眠(老馆)","10779","68788480","10878","-0.9","66070000","4.1","11999","-10.2","69556917","-1.1"
"2025-05-12","全绊眠(老馆)","14804","105295000",,"0.0",,"0.0","11971","23.7","68254140","54.3"
"2025-05-11","全绊眠(老馆)",,,"11927","0.0","62109800","0.0","11762","0.0","66815400","0.0"
"2025-05-10","全绊眠(老馆)","10126","86477900","9839","2.9","54446800","58.8","12086","-16.2","68107120","27.0"
"2025-05-09","全绊眠(老馆)","7689","60411300","11664","-34.1","62007150","-2.6","11903","-35.4","71964493","-16.1"
"2025-05-08","全绊眠(老馆)","6905","47042500","9942","-30.5","65491750","-28.2","11819","-41.6","79122263","-40.5"
"2025-05-07","全绊眠(老馆)","8478","56531180","10683","-20.6","95863900","-41.0","11634","-27.1","77538795","-27.1"
"2025-05-06","全绊眠(老馆)","10730","71848300","13677","-21.5","171460900","-58.1","10999","-2.4","72649223","-1.1"
"2025-05-05","全绊眠(老馆)","12852","88465650",,"0.0",,"0.0","10840","18.6","74769862","18.3"
"2025-05-04","全绊眠(老馆)",,,"11325","0.0","164187200","0.0","11203","0.0","78434542","0.0"
"2025-05-03","全绊眠(老馆)","9187","78125350","8515","7.9","151206400","-48.3","11427","-19.6","79345050","-1.5"
"2025-05-02","全绊眠(老馆)","6739","49610400","10116","-33.4","180939300","-72.6","11534","-41.6","79001660","-37.2"
"2025-05-01","全绊眠(老馆)","8161","44708700","7163","13.9","144798400","-69.1","11520","-29.2","78045417","-42.7"
"2025-04-30","全绊眠(老馆)","8447","48325300","6130","37.8","123023300","-60.7","10416","-18.9","72722427","-33.5"
"2025-04-29","全绊眠(老馆)","9557","56936300","8132","17.5","150004600","-62.0","10044","-4.8","67660178","-15.8"
"2025-04-28","全绊眠(老馆)","10430","63418200",,"0.0",,"0.0","9766","6.8","66251645","-4.3"
"2025-04-27","全绊眠(老馆)",,,"8727","0.0","148963850","0.0","9621","0.0","69063373","0.0"
"2025-04-26","全绊眠(老馆)","10470","58880050","7226","44.9","139675200","-57.8","9839","6.4","78735787","-25.2"
"2025-04-25","全绊眠(老馆)","8959","59332200","6497","37.9","127243400","-53.4","10310","-13.1","87921474","-32.5"
"2025-04-24","全绊眠(老馆)","9287","68016200","4355","113.2","88597300","-23.2","9868","-5.9","87086205","-21.9"
"2025-04-23","全绊眠(老馆)","8281","68990400","4756","74.1","81374000","-15.2","9256","-10.5","82019360","-15.9"
"2025-04-22","全绊眠(老馆)","8953","77290000","10180","-12.1","154379350","-49.9","8822","1.5","85263368","-9.4"
"2025-04-21","全绊眠(老馆)","6705","60620800",,"0.0",,"0.0","8962","-25.2","92960506","-34.8"
"2025-04-20","全绊眠(老馆)",,,"10455","0.0","168113900","0.0","9309","0.0","93897846","0.0"
"2025-04-19","全绊眠(老馆)","8738","72378700","7367","18.6","140458450","-48.5","9441","-7.4","100458041","-28.0"
"2025-04-18","全绊眠(老馆)","8975","100999500","4899","83.2","87386550","15.6","9087","-1.2","104730386","-3.6"
"2025-04-17","全绊眠(老馆)","8618","123286750","5285","63.1","90224000","36.6","8489","1.5","103416291","19.2"
"2025-04-16","全绊眠(老馆)","5919","92357200","6776","-12.6","108852400","-15.2","8084","-26.8","97806016","-5.6"
"2025-04-15","全绊眠(老馆)","4290","57117500","8549","-49.8","134794300","-57.6","7874","-45.5","95610145","-40.3"
"2025-04-14","全绊眠(老馆)","10889","119720450",,"0.0",,"0.0","7816","39.3","92539703","29.4"
"2025-04-13","全绊眠(老馆)",,,"5420","0.0","77030500","0.0","7577","0.0","90943650","0.0"
"2025-04-12","全绊眠(老馆)","7295","84564050","6508","12.1","98378500","-14.0","7596","-4.0","96320055","-12.2"
"2025-04-11","全绊眠(老馆)","5988","92355000","6769","-11.5","105442900","-12.4","8039","-25.5","101444807","-9.0"
"2025-04-10","全绊眠(老馆)","4861","90388450","8028","-39.4","133936200","-32.5","8138","-40.3","103896975","-13.0"
"2025-04-09","全绊眠(老馆)","4994","77008800","8456","-40.9","172018750","-55.2","7762","-35.7","103310173","-25.5"
"2025-04-08","全绊眠(老馆)","5699","77426700","5392","5.7","121091400","-36.1","7190","-20.7","104728605","-26.1"
"2025-04-07","全绊眠(老馆)","7023","80503700",,"0.0",,"0.0","7171","-2.1","107295205","-25.0"
"2025-04-06","全绊眠(老馆)",,,"5604","0.0","103851400","0.0","7198","0.0","106253999","0.0"
"2025-04-05","全绊眠(老馆)","6053","67284500","6521","-7.2","125706250","-46.5","6941","-12.8","107538838","-37.4"
"2025-04-04","全绊眠(老馆)","5147","53445300","6043","-14.8","109154850","-51.0","6577","-21.7","108123625","-50.6"
"2025-04-03","全绊眠(老馆)","6689","66402600","7471","-10.5","126331800","-47.4","6452","3.7","104478305","-36.4"
"2025-04-02","全绊眠(老馆)","7117","68126600","5005","42.2","91188900","-25.3","6242","14.0","93338410","-27.0"
"2025-04-01","全绊眠(老馆)","6744","61136200","7204","-6.4","109896850","-44.4","6269","7.6","85444560","-28.4"
"2025-03-31","全绊眠(老馆)","8650","76512550",,"0.0",,"0.0","6480","33.5","83108412","-7.9"
"2025-03-30","全绊眠(老馆)",,,"4601","0.0","69984500","0.0","6690","0.0","83151045","0.0"
"2025-03-29","全绊眠(老馆)","6809","59718350","6867","-0.8","96003650","-37.8","6880","-1.0","81299232","-26.5"
"2025-03-28","全绊眠(老馆)","4905","40871300","7111","-31.0","103270800","-60.4","6947","-29.4","82051113","-50.2"
"2025-03-27","全绊眠(老馆)","6441","54208500","5282","21.9","86762200","-37.5","7175","-10.2","83974067","-35.4"
"2025-03-26","全绊眠(老馆)","6841","63147400","7300","-6.3","112847500","-44.0","7037","-2.8","83353127","-24.2"
"2025-03-25","全绊眠(老馆)","5009","38885700","7174","-30.2","99489800","-60.9","6688","-25.1","82185323","-52.7"
"2025-03-24","全绊眠(老馆)","8127","50342450",,"0.0",,"0.0","6812","19.3","82874347","-39.3"
"2025-03-23","全绊眠(老馆)",,,"4267","0.0","49869000","0.0","6990","0.0","81184444","0.0"
"2025-03-22","全绊眠(老馆)","8732","58829350","5387","62.1","61583150","-4.5","6856","27.4","76428610","-23.0"
"2025-03-21","全绊眠(老馆)","8570","69143800","7267","17.9","83041900","-16.7","6713","27.7","69977833","-1.2"
"2025-03-20","全绊眠(老馆)","7273","60944800","5998","21.3","80837600","-24.6","6457","12.6","67732659","-10.0"
"2025-03-19","全绊眠(老馆)","5135","49469800","5480","-6.3","59900750","-17.4","6519","-21.2","66483782","-25.6"
"2025-03-18","全绊眠(老馆)","4631","37041250","6623","-30.1","68916340","-46.3","6437","-28.1","64327702","-42.4"
"2025-03-17","全绊眠(老馆)","5964","44771300",,"0.0",,"0.0","6676","-10.7","65649449","-31.8"
"2025-03-16","全绊眠(老馆)",,,"6300","0.0","62315550","0.0","6878","0.0","69842374","0.0"
"2025-03-15","全绊眠(老馆)","7701","60618100","5652","36.3","59305150","2.2","6850","12.4","69086388","-12.3"
"2025-03-14","全绊眠(老馆)","6162","49682800","7839","-21.4","85161000","-41.7","6921","-11.0","68098068","-27.0"
"2025-03-13","全绊眠(老馆)","5990","53540900","5188","15.5","57228750","-6.4","6570","-8.8","63410715","-15.6"
"2025-03-12","全绊眠(老馆)","3601","34110050","6055","-40.5","60980500","-44.1","6371","-43.5","62096300","-45.1"
"2025-03-11","全绊眠(老馆)","4244","33537030","7061","-39.9","70727550","-52.6","6191","-31.4","58097292","-42.3"
"2025-03-10","全绊眠(老馆)","7379","58760100",,"0.0",,"0.0","6495","13.6","58037444","1.2"
"2025-03-09","全绊眠(老馆)",,,"6206","0.0","55227100","0.0","6258","0.0","56704713","0.0"
"2025-03-08","全绊眠(老馆)","5259","43413600","5282","-0.4","48704800","-10.9","6196","-15.1","56262068","-22.8"
"2025-03-07","全绊眠(老馆)","6763","61625750","5646","19.8","57818900","6.6","6480","4.4","56474239","9.1"
"2025-03-06","全绊眠(老馆)","6307","58577700","7259","-13.1","77509400","-24.4","7066","-10.7","62776220","-6.7"
"2025-03-05","全绊眠(老馆)",,,"7681","0.0","80681700","0.0","6599","0.0","60732077","0.0"
"2025-03-04","全绊眠(老馆)","4076","36221100","14633","-72.1","166080800","-78.2","6173","-34.0","58091785","-37.6"
"2025-03-03","全绊眠(老馆)","5791","40020950",,"0.0",,"0.0","6306","-8.2","55784750","-28.3"
"2025-03-02","全绊眠(老馆)",,,,"0.0",,"0.0","6162","0.0","55389934","0.0"
"2025-03-01","全绊眠(老馆)","7882","50259100","4064","93.9","59283400","-15.2","5967","32.1","50333888","-0.1"
"2025-02-28","全绊眠(老馆)","6143","43396400","5020","22.4","65483800","-33.7","5290","16.1","44352494","-2.2"
"2025-02-27","全绊眠(老馆)","4021","25803800","4407","-8.8","56893600","-54.6","4724","-14.9","39643016","-34.9"
"2025-02-26","全绊眠(老馆)","1890","10594650","4632","-59.2","59130750","-82.1","4650","-59.4","39220926","-73.0"
"2025-02-25","全绊眠(老馆)","3215","17158400",,"0.0",,"0.0","4391","-26.8","36177200","-52.6"
"2025-02-24","全绊眠(老馆)","7336","37980500","3181","130.6","32348100","17.4","4643","58.0","33593048","13.1"
"2025-02-23","全绊眠(老馆)",,,"2052","0.0","14694700","0.0","4967","0.0","30319138","0.0"
"2025-02-22","全绊眠(老馆)","6697","35687900","3335","100.8","23133900","54.3","5076","31.9","27888180","28.0"
"2025-02-21","全绊眠(老馆)","4154","22393800","4687","-11.4","28809000","-22.3","4759","-12.7","25734773","-13.0"
"2025-02-20","全绊眠(老馆)","2820","14185200","5411","-47.9","31394250","-54.8","4588","-38.5","25876407","-45.2"
"2025-02-19","全绊眠(老馆)","3085","14678700","7289","-57.7","44088500","-66.7","4532","-31.9","27048727","-45.7"
"2025-02-18","全绊眠(老馆)","4608","23028300",,"0.0",,"0.0","4881","-5.6","25879634","-11.0"
"2025-02-17","全绊眠(老馆)","8878","45460950","4854","82.9","32648100","39.2","5370","65.3","26095658","74.2"
"2025-02-16","全绊眠(老馆)",,,"5857","0.0","38791900","0.0","5643","0.0","30569606","0.0"
"2025-02-15","全绊眠(老馆)","5720","32070300","6140","-6.8","44962600","-28.7","5730","-0.2","31852664","0.7"
"2025-02-14","全绊眠(老馆)","4404","27605600","5676","-22.4","38877300","-29.0","5643","-22.0","31114696","-11.3"
"2025-02-13","全绊眠(老馆)","5966","31710850","5633","5.9","36044150","-12.0","5419","10.1","28501985","11.3"
"2025-02-12","全绊眠(老馆)",,,,"0.0",,"0.0","5327","0.0","26502051","0.0"
"2025-02-11","全绊眠(老馆)","3469","18709900",,"0.0",,"0.0","5311","-34.7","25607507","-26.9"
"2025-02-10","全绊眠(老馆)","6471","31562950",,"0.0",,"0.0","5349","21.0","26070402","21.1"
"2025-02-09","全绊眠(老馆)",,,"5682","0.0","30112750","0.0","5755","0.0","28088953","0.0"
"2025-02-08","全绊眠(老馆)","4636","20871200","7773","-40.4","48476600","-56.9","6121","-24.3","30268593","-31.0"
"2025-02-07","全绊眠(老馆)","3933","19761700","7631","-48.5","43995100","-55.1","6721","-41.5","33488720","-41.0"
"2025-02-06","全绊眠(老馆)","4507","22177900","7400","-39.1","42352000","-47.6","7433","-39.4","39062755","-43.2"
"2025-02-05","全绊眠(老馆)","4416","22947800","10574","-58.2","50419950","-54.5","6979","-36.7","34297852","-33.1"
"2025-02-04","全绊眠(老馆)","5783","28918350",,"0.0",,"0.0","7058","-18.1","32760588","-11.7"
"2025-02-03","全绊眠(老馆)","11780","66013650","9121","29.2","41528600","59.0","7395","59.3","33160232","99.1"
"2025-02-02","全绊眠(老馆)",,,"11058","0.0","60386800","0.0","7578","0.0","32274545","0.0"
"2025-02-01","全绊眠(老馆)","10203","59082900","8053","26.7","47036500","25.6","7761","31.5","35056225","68.5"
"2025-01-31","全绊眠(老馆)",,,"6460","0.0","38480900","0.0","7789","0.0","37923035","0.0"
"2025-01-30","全绊眠(老馆)",,,"5622","0.0","32227150","0.0","7734","0.0","39247177","0.0"
"2025-01-29","全绊眠(老馆)",,,"9557","0.0","51329000","0.0","7695","0.0","39860743","0.0"
"2025-01-28","全绊眠(老馆)","1221","6967300",,"0.0",,"0.0","7705","-84.2","41065934","-83.0"
"2025-01-27","全绊眠(老馆)","15431","89747100","6130","151.7","32776000","173.8","7639","102.0","39726961","125.9"
"2025-01-26","全绊眠(老馆)",,,"6334","0.0","32323200","0.0","7267","0.0","35501657","0.0"
"2025-01-25","全绊眠(老馆)","9950","84991200","4530","119.6","22730800","273.9","7280","36.7","33898287","150.7"
"2025-01-24","全绊眠(老馆)","7927","71208900","3550","123.3","16587450","329.3","7245","9.4","34836227","104.4"
"2025-01-23","全绊眠(老馆)","5594","36420000","2773","101.7","12919700","181.9","6937","-19.4","32083349","13.5"
"2025-01-22","全绊眠(老馆)","5142","28593600","4281","20.1","20421300","40.0","6568","-21.7","30622209","-6.6"
"2025-01-21","全绊眠(老馆)","7614","43188600",,"0.0",,"0.0","6463","17.8","30965038","39.5"
"2025-01-20","全绊眠(老馆)","9255","57833100","3666","152.5","14963000","286.5","6691","38.3","32896756","75.8"
"2025-01-19","全绊眠(老馆)",,,"5772","0.0","22406800","0.0","7022","0.0","30815218","0.0"
"2025-01-18","全绊眠(老馆)","4682","29123300","6377","-26.6","26447200","10.1","6604","-29.1","28005006","4.0"
"2025-01-17","全绊眠(老馆)","7150","43256900","4138","72.8","15656800","176.3","6248","14.4","25460642","69.9"
"2025-01-16","全绊眠(老馆)","5091","32565000","5739","-11.3","22904550","42.2","6093","-16.4","23810387","36.8"
"2025-01-15","全绊眠(老馆)","6347","40764180","6780","-6.4","27074400","50.6","5788","9.7","23834641","71.0"
"2025-01-14","全绊眠(老馆)","5319","36575400",,"0.0",,"0.0","5921","-10.2","24047675","52.1"
"2025-01-13","全绊眠(老馆)","7168","51740200","6136","16.8","24899800","107.8","5755","24.6","22905972","125.9"
"2025-01-12","全绊眠(老馆)",,,"5760","0.0","23401000","0.0","5243","0.0","21384910","0.0"
"2025-01-11","全绊眠(老馆)","4382","32057150","4296","2.0","18244100","75.7","5326","-17.7","20374283","57.3"
"2025-01-10","全绊眠(老馆)","3667","25408500","4157","-11.8","18011200","41.1","5169","-29.1","19915860","27.6"
"2025-01-09","全绊眠(老馆)","3865","29772700","3911","-1.2","16055700","85.4","5129","-24.6","20254427","47.0"
"2025-01-08","全绊眠(老馆)","3378","29722200","5515","-38.7","23577200","26.1","5423","-37.7","21898280","35.7"
"2025-01-07","全绊眠(老馆)","5464","44588600",,"0.0",,"0.0","5814","-6.0","23006123","93.8"
"2025-01-06","全绊眠(老馆)","11319","121792900","3647","210.4","14483300","740.9","6127","84.7","24469490","397.7"
"2025-01-05","全绊眠(老馆)",,,"5303","0.0","21083000","0.0","6859","0.0","28926718","0.0"
"2025-01-04","全绊眠(老馆)","6341","86067540","9148","-30.7","37582450","129.0","7365","-13.9","32734744","162.9"
"2025-01-03","全绊眠(老馆)","6394","85938500","10938","-41.5","51194800","67.9","7717","-17.1","35813813","140.0"
"2025-01-02","全绊眠(老馆)",,,,"0.0",,"0.0","7749","0.0","36887162","0.0"
"2025-01-01","全绊眠(老馆)",,,,"0.0",,"0.0","7875","0.0","35690832","0.0"
"2024-12-31","全绊眠(老馆)","3088","30478900",,"0.0",,"0.0","7377","-58.1","33416175","-8.8"
"2024-12-30","全绊眠(老馆)","9524","110285000","6150","54.9","24374750","352.5","7256","31.3","32640718","237.9"
"2024-12-29","全绊眠(老馆)",,,"9596","0.0","47796900","0.0","7062","0.0","32557348","0.0"
"2024-12-28","全绊眠(老馆)","4110","52030600","7764","-47.1","42492700","22.4","7044","-41.7","32868120","58.3"
"2024-12-27","全绊眠(老馆)","4497","61087850","7022","-36.0","38343400","59.3","6794","-33.8","32544952","87.7"
"2024-12-26","全绊眠(老馆)","6198","95364300","4703","31.8","29502460","223.2","6009","3.1","30051911","217.3"
"2024-12-25","全绊眠(老馆)","5991","105830000","4178","43.4","20487100","416.6","5837","2.6","27896764","279.4"
"2024-12-24","全绊眠(老馆)","4380","90602200",,"0.0",,"0.0","5834","-24.9","28466059","218.3"
"2024-12-23","全绊眠(老馆)","6743","134482800","2845","137.0","13921100","866.0","5943","13.5","30596548","339.5"
"2024-12-22","全绊眠(老馆)",,,"5494","0.0","23759150","0.0","6020","0.0","31549696","0.0"
"2024-12-21","全绊眠(老馆)","4599","94183950","7465","-38.4","33526000","180.9","6179","-25.6","33140947","184.2"
"2024-12-20","全绊眠(老馆)","3307","66818000","8691","-61.9","47351900","41.1","6167","-46.4","34496841","93.7"
"2024-12-19","全绊眠(老馆)","3019","57822960","6332","-52.3","38324100","50.9","5959","-49.3","33880010","70.7"
"2024-12-18","全绊眠(老馆)","4407","88435400","6426","-31.4","39815800","122.1","5656","-22.1","31555757","180.3"
"2024-12-17","全绊眠(老馆)","5384","104507100",,"0.0",,"0.0","5171","4.1","29525845","254.0"
"2024-12-16","全绊眠(老馆)","7438","153893600","3580","107.8","22174800","594.0","5623","32.3","29706182","418.1"
"2024-12-15","全绊眠(老馆)",,,"5323","0.0","27466000","0.0","5863","0.0","31101097","0.0"
"2024-12-14","全绊眠(老馆)","3633","64954800","8553","-57.5","47941000","35.5","6268","-42.0","33157500","95.9"
"2024-12-13","全绊眠(老馆)","2689","49328300","6416","-58.1","39784550","24.0","6471","-58.4","35024307","40.8"
"2024-12-12","全绊眠(老馆)","4669","75385150","5160","-9.5","31836500","136.8","6463","-27.8","35932177","109.8"
"2024-12-11","全绊眠(老馆)","4244","72719800","6851","-38.1","45529300","59.7","5918","-28.3","35680582","103.8"
"2024-12-10","全绊眠(老馆)","4809","78715100",,"0.0",,"0.0","5845","-17.7","35018305","124.8"
"2024-12-09","全绊眠(老馆)","4559","69567700","4688","-2.8","31751900","119.1","5956","-23.5","33984215","104.7"
"2024-12-08","全绊眠(老馆)",,,"6742","0.0","41610700","0.0","5919","0.0","33112982","0.0"
"2024-12-07","全绊眠(老馆)","5136","62824200","5138","0.0","35069000","79.1","5764","-10.9","31946548","96.7"
"2024-12-06","全绊眠(老馆)","5783","77531000","5438","6.3","38436900","101.7","5978","-3.3","33266572","133.1"
"2024-12-05","全绊眠(老馆)","4739","71968100","4400","7.7","28050000","156.6","6274","-24.5","35166549","104.6"
"2024-12-04","全绊眠(老馆)","3961","66683400","11739","-66.3","67125750","-0.7","6346","-37.6","34790700","91.7"
"2024-12-03","全绊眠(老馆)","4579","53221650",,"0.0",,"0.0","6501","-29.6","34969685","52.2"
"2024-12-02","全绊眠(老馆)","6530","67164000",,"0.0",,"0.0","6666","-2.0","34615761","94.0"
"2024-12-01","全绊眠(老馆)",,,"10306","0.0","59611100","0.0","6629","0.0","34082306","0.0"
"2024-11-30","全绊眠(老馆)","6273","52552100","9312","-32.6","64918500","-19.0","6693","-6.3","34022408","54.5"
"2024-11-29","全绊眠(老馆)","7183","68811700","8310","-13.6","61053100","12.7","6840","5.0","33899924","103.0"
"2024-11-28","全绊眠(老馆)","7983","94461450","7392","8.0","55492000","70.2","6684","19.4","34100498","177.0"
"2024-11-27","全绊眠(老馆)","4781","61369400","5824","-17.9","41930000","46.4","6481","-26.2","34700234","76.9"
"2024-11-26","全绊眠(老馆)","4455","39027300",,"0.0",,"0.0","6507","-31.5","31719638","23.0"
"2024-11-25","全绊眠(老馆)","8166","73579900","2659","207.1","15104000","387.2","6682","22.2","33360837","120.6"
"2024-11-24","全绊眠(老馆)",,,"4681","0.0","18866100","0.0","6830","0.0","32430987","0.0"
"2024-11-23","全绊眠(老馆)","6285","54645700","7566","-16.9","28299800","93.1","7132","-11.9","33555812","62.9"
"2024-11-22","全绊眠(老馆)","5062","40734500","7774","-34.9","32814400","24.1","7603","-33.4","36635352","11.2"
"2024-11-21","全绊眠(老馆)","5652","42244100","8832","-36.0","39399800","7.2","7722","-26.8","38347728","10.2"
"2024-11-20","全绊眠(老馆)","6051","46383300","8645","-30.0","41929200","10.6","7596","-20.3","39861204","16.4"
"2024-11-19","全绊眠(老馆)","7480","51459700",,"0.0",,"0.0","7406","1.0","39810288","29.3"
"2024-11-18","全绊眠(老馆)","10010","74699000","6180","62.0","28759400","159.7","7118","40.6","38149888","95.8"
"2024-11-17","全绊眠(老馆)",,,"5832","0.0","25244500","0.0","7184","0.0","37365565","0.0"
"2024-11-16","全绊眠(老馆)","6027","48599130","6337","-4.9","25365700","91.6","7690","-21.6","39394231","23.4"
"2024-11-15","全绊眠(老馆)","4133","28707000","7062","-41.5","26293500","9.2","8113","-49.1","40767879","-29.6"
"2024-11-14","全绊眠(老馆)","5942","33307800","8683","-31.6","32719200","1.8","8601","-30.9","41799113","-20.3"
"2024-11-13","全绊眠(老馆)","6995","43031620","11068","-36.8","38912650","10.6","8636","-19.0","42108886","2.2"
"2024-11-12","全绊眠(老馆)","8173","46578300",,"0.0",,"0.0","8429","-3.0","40996181","13.6"
"2024-11-11","全绊眠(老馆)","10853","66677800","5988","81.2","22075400","202.0","8104","33.9","38825347","71.7"
"2024-11-10","全绊眠(老馆)",,,"8958","0.0","27439300","0.0","8132","0.0","39525953","0.0"
"2024-11-09","全绊眠(老馆)","6119","37585900","9693","-36.9","31327250","20.0","8621","-29.0","42577409","-11.7"
"2024-11-08","全绊眠(老馆)","6162","37347100","10165","-39.4","38024500","-1.8","8864","-30.5","45660098","-18.2"
"2024-11-07","全绊眠(老馆)","7319","52121600","10541","-30.6","41153900","26.7","8815","-17.0","49354730","5.6"
"2024-11-06","全绊眠(老馆)","8385","59550850","16177","-48.2","79580350","-25.2","8726","-3.9","51595205","15.4"
"2024-11-05","全绊眠(老馆)","6290","43797000",,"0.0",,"0.0","8366","-24.8","50871763","-13.9"
"2024-11-04","全绊眠(老馆)","8192","60377500",,"0.0",,"0.0","7835","4.6","47236950","27.8"
"2024-11-03","全绊眠(老馆)",,,"7088","0.0","36303000","0.0","8099","0.0","43140614","0.0"
