"거래일자","품목명","반입량","금액","전년 반입량","전년 반입량 증감률(%)","전년 금액","전년 금액 증감률(%)","평년 반입량","평년 반입량 증감률(%)","평년 금액","평년 금액 증감률(%)"
"2025-06-30","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-29","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-28","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-27","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-26","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-25","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-24","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-23","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-22","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-21","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-20","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-19","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-18","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-17","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-16","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-15","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-14","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-13","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-12","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-11","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-10","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-09","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-08","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-07","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-06","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-05","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-04","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-03","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-02","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-01","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-31","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-30","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-29","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-28","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-27","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-26","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-25","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-24","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-23","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-22","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-21","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-20","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-19","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-18","적양배추(수입)",,,,"0.0",,"0.0",,"0.0",,"0.0"
