"芭贰老磊","前格疙","馆涝樊","陛咀","傈斥 馆涝樊","傈斥 馆涝樊 刘皑伏(%)","傈斥 陛咀","傈斥 陛咀 刘皑伏(%)","乞斥 馆涝樊","乞斥 馆涝樊 刘皑伏(%)","乞斥 陛咀","乞斥 陛咀 刘皑伏(%)"
"2025-06-30","采蠢鸥府滚几","35156","102350700",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-29","采蠢鸥府滚几",,,"35434","0.0","71947200","0.0",,"0.0",,"0.0"
"2025-06-28","采蠢鸥府滚几","29622","107174300","33930","-12.7","64294000","66.7",,"0.0",,"0.0"
"2025-06-27","采蠢鸥府滚几","29252","73091700","30798","-5.0","67342600","8.5",,"0.0",,"0.0"
"2025-06-26","采蠢鸥府滚几","29074","62271000","29044","0.1","60494600","2.9",,"0.0",,"0.0"
"2025-06-25","采蠢鸥府滚几","26388","63145500","33250","-20.6","61728900","2.3",,"0.0",,"0.0"
"2025-06-24","采蠢鸥府滚几","32592","70543500","37928","-14.1","79013600","-10.7",,"0.0",,"0.0"
"2025-06-23","采蠢鸥府滚几","35440","76347400",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-22","采蠢鸥府滚几",,,"34498","0.0","75644600","0.0",,"0.0",,"0.0"
"2025-06-21","采蠢鸥府滚几","31306","59622400","29976","4.4","66057400","-9.7",,"0.0",,"0.0"
"2025-06-20","采蠢鸥府滚几","29874","52431000","29480","1.3","68002100","-22.9",,"0.0",,"0.0"
"2025-06-19","采蠢鸥府滚几","32312","48344100","30554","5.8","54936700","-12.0",,"0.0",,"0.0"
"2025-06-18","采蠢鸥府滚几","29476","54844100","35234","-16.3","64863500","-15.4",,"0.0",,"0.0"
"2025-06-17","采蠢鸥府滚几","33502","70790100","37560","-10.8","74387000","-4.8",,"0.0",,"0.0"
"2025-06-16","采蠢鸥府滚几","38592","96593200",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-15","采蠢鸥府滚几",,,"33902","0.0","67635400","0.0",,"0.0",,"0.0"
"2025-06-14","采蠢鸥府滚几","32854","79349500","28686","14.5","59587000","33.2",,"0.0",,"0.0"
"2025-06-13","采蠢鸥府滚几","31456","59822800","31854","-1.2","45577000","31.3",,"0.0",,"0.0"
"2025-06-12","采蠢鸥府滚几","30300","59652500","32192","-5.9","51921400","14.9",,"0.0",,"0.0"
"2025-06-11","采蠢鸥府滚几","31856","65316700","35078","-9.2","60554400","7.9",,"0.0",,"0.0"
"2025-06-10","采蠢鸥府滚几","33538","66495400","38194","-12.2","82955900","-19.8",,"0.0",,"0.0"
"2025-06-09","采蠢鸥府滚几","38040","82690200",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-08","采蠢鸥府滚几",,,"35312","0.0","70626100","0.0",,"0.0",,"0.0"
"2025-06-07","采蠢鸥府滚几","34810","89545700","33532","3.8","65008700","37.7",,"0.0",,"0.0"
"2025-06-06","采蠢鸥府滚几","30252","90490500","31176","-3.0","67211100","34.6",,"0.0",,"0.0"
"2025-06-05","采蠢鸥府滚几","33116","75340600","31740","4.3","77997200","-3.4",,"0.0",,"0.0"
"2025-06-04","采蠢鸥府滚几","33146","78821300","35008","-5.3","82501300","-4.5",,"0.0",,"0.0"
"2025-06-03","采蠢鸥府滚几","34193","84201400","37524","-8.9","90780200","-7.2",,"0.0",,"0.0"
"2025-06-02","采蠢鸥府滚几","36870","96054000",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-06-01","采蠢鸥府滚几",,,"34396","0.0","65847600","0.0",,"0.0",,"0.0"
"2025-05-31","采蠢鸥府滚几","35268","72196600","35068","0.6","65741300","9.8",,"0.0",,"0.0"
"2025-05-30","采蠢鸥府滚几","32992","65302500","33894","-2.7","66677100","-2.1",,"0.0",,"0.0"
"2025-05-29","采蠢鸥府滚几","34320","74770400","32848","4.5","71534700","4.5",,"0.0",,"0.0"
"2025-05-28","采蠢鸥府滚几","33452","79668900","38012","-12.0","70807900","12.5",,"0.0",,"0.0"
"2025-05-27","采蠢鸥府滚几","35758","88836800","40496","-11.7","90137100","-1.4",,"0.0",,"0.0"
"2025-05-26","采蠢鸥府滚几","39812","101170500",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-25","采蠢鸥府滚几",,,"35536","0.0","85623900","0.0",,"0.0",,"0.0"
"2025-05-24","采蠢鸥府滚几","36308","73529900","34016","6.7","78167500","-5.9",,"0.0",,"0.0"
"2025-05-23","采蠢鸥府滚几","33452","64500000","34664","-3.5","66273400","-2.7",,"0.0",,"0.0"
"2025-05-22","采蠢鸥府滚几","34566","60504300","37240","-7.2","65243400","-7.3",,"0.0",,"0.0"
"2025-05-21","采蠢鸥府滚几","32908","62143600","37588","-12.5","72136700","-13.9",,"0.0",,"0.0"
"2025-05-20","采蠢鸥府滚几","36304","78225500","39820","-8.8","81512300","-4.0",,"0.0",,"0.0"
"2025-05-19","采蠢鸥府滚几","38896","94462600",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-18","采蠢鸥府滚几",,,"42608","0.0","83478100","0.0",,"0.0",,"0.0"
"2025-05-17","采蠢鸥府滚几","37050","85828200","37146","-0.3","87437000","-1.8",,"0.0",,"0.0"
"2025-05-16","采蠢鸥府滚几","35580","85295100","35940","-1.0","80889300","5.4",,"0.0",,"0.0"
"2025-05-15","采蠢鸥府滚几","31316","77759200","36360","-13.9","80248900","-3.1",,"0.0",,"0.0"
"2025-05-14","采蠢鸥府滚几","32702","80058100","38988","-16.1","81048200","-1.2",,"0.0",,"0.0"
"2025-05-13","采蠢鸥府滚几","32460","77877800","43300","-25.0","95318200","-18.3",,"0.0",,"0.0"
"2025-05-12","采蠢鸥府滚几","39551","98550200",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-11","采蠢鸥府滚几",,,"38750","0.0","88221200","0.0",,"0.0",,"0.0"
"2025-05-10","采蠢鸥府滚几","35116","91891300","35118","0.0","82047300","12.0",,"0.0",,"0.0"
"2025-05-09","采蠢鸥府滚几","34220","87569800","35628","-4.0","76535200","14.4",,"0.0",,"0.0"
"2025-05-08","采蠢鸥府滚几","32462","84615900","36508","-11.1","65622900","28.9",,"0.0",,"0.0"
"2025-05-07","采蠢鸥府滚几","34118","83465700","39958","-14.6","75854600","10.0",,"0.0",,"0.0"
"2025-05-06","采蠢鸥府滚几","33150","82911900","42640","-22.3","95448200","-13.1",,"0.0",,"0.0"
"2025-05-05","采蠢鸥府滚几","37258","96588300",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-05-04","采蠢鸥府滚几",,,"40390","0.0","91532000","0.0",,"0.0",,"0.0"
"2025-05-03","采蠢鸥府滚几","39496","93959300","39480","0.0","71226000","31.9",,"0.0",,"0.0"
"2025-05-02","采蠢鸥府滚几","31908","79757400","38926","-18.0","62007200","28.6",,"0.0",,"0.0"
"2025-05-01","采蠢鸥府滚几","35432","75856800","35516","-0.2","60590600","25.2",,"0.0",,"0.0"
"2025-04-30","采蠢鸥府滚几","30774","77905300","38580","-20.2","75221800","3.6",,"0.0",,"0.0"
"2025-04-29","采蠢鸥府滚几","35510","82978300","41364","-14.2","92460000","-10.3",,"0.0",,"0.0"
"2025-04-28","采蠢鸥府滚几","38408","100291600",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-04-27","采蠢鸥府滚几",,,"42174","0.0","86423100","0.0",,"0.0",,"0.0"
"2025-04-26","采蠢鸥府滚几","36472","86551400","35504","2.7","75269700","15.0",,"0.0",,"0.0"
"2025-04-25","采蠢鸥府滚几","33036","73835500","38992","-15.3","67026400","10.2",,"0.0",,"0.0"
"2025-04-24","采蠢鸥府滚几","34096","75132500","36224","-5.9","77021500","-2.5",,"0.0",,"0.0"
"2025-04-23","采蠢鸥府滚几","29662","78089700","39186","-24.3","94136800","-17.0",,"0.0",,"0.0"
"2025-04-22","采蠢鸥府滚几","37770","90917900","42404","-10.9","102862000","-11.6",,"0.0",,"0.0"
"2025-04-21","采蠢鸥府滚几","38034","117120100",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-04-20","采蠢鸥府滚几",,,"36120","0.0","80793500","0.0",,"0.0",,"0.0"
"2025-04-19","采蠢鸥府滚几","36380","111111600","32516","11.9","75099000","48.0",,"0.0",,"0.0"
"2025-04-18","采蠢鸥府滚几","31043","99467300","36686","-15.4","73951400","34.5",,"0.0",,"0.0"
"2025-04-17","采蠢鸥府滚几","30514","99513600","37346","-18.3","78676900","26.5",,"0.0",,"0.0"
"2025-04-16","采蠢鸥府滚几","31632","90791800","34800","-9.1","84292900","7.7",,"0.0",,"0.0"
"2025-04-15","采蠢鸥府滚几","35800","92156900","37110","-3.5","86477700","6.6",,"0.0",,"0.0"
"2025-04-14","采蠢鸥府滚几","39842","115282100",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-04-13","采蠢鸥府滚几",,,"37918","0.0","82789700","0.0",,"0.0",,"0.0"
"2025-04-12","采蠢鸥府滚几","35218","85382400","33422","5.4","80558000","6.0",,"0.0",,"0.0"
"2025-04-11","采蠢鸥府滚几","33640","75781500","30826","9.1","84522100","-10.3",,"0.0",,"0.0"
"2025-04-10","采蠢鸥府滚几","33308","83339200","33582","-0.8","78092300","6.7",,"0.0",,"0.0"
"2025-04-09","采蠢鸥府滚几","33088","93023500","38688","-14.5","97255800","-4.4",,"0.0",,"0.0"
"2025-04-08","采蠢鸥府滚几","36906","111383900","40126","-8.0","110241200","1.0",,"0.0",,"0.0"
"2025-04-07","采蠢鸥府滚几","38372","130399600",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-04-06","采蠢鸥府滚几",,,"39790","0.0","112523100","0.0",,"0.0",,"0.0"
"2025-04-05","采蠢鸥府滚几","35282","131571700","31650","11.5","85540300","53.8",,"0.0",,"0.0"
"2025-04-04","采蠢鸥府滚几","32648","113044000","32200","1.4","83276700","35.7",,"0.0",,"0.0"
"2025-04-03","采蠢鸥府滚几","31556","104245400","32108","-1.7","95994600","8.6",,"0.0",,"0.0"
"2025-04-02","采蠢鸥府滚几","32044","94508200","35550","-9.9","121309400","-22.1",,"0.0",,"0.0"
"2025-04-01","采蠢鸥府滚几","36446","99934300","36844","-1.1","122598000","-18.5",,"0.0",,"0.0"
"2025-03-31","采蠢鸥府滚几","38706","108897900",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-03-30","采蠢鸥府滚几",,,"38336","0.0","109290100","0.0",,"0.0",,"0.0"
"2025-03-29","采蠢鸥府滚几","37068","107039400","31774","16.7","94822600","12.9",,"0.0",,"0.0"
"2025-03-28","采蠢鸥府滚几","35440","98072700","33112","7.0","95272500","2.9",,"0.0",,"0.0"
"2025-03-27","采蠢鸥府滚几","33301","93445600","33484","-0.5","96855900","-3.5",,"0.0",,"0.0"
"2025-03-26","采蠢鸥府滚几","33624","96610800","32130","4.6","89897000","7.5",,"0.0",,"0.0"
"2025-03-25","采蠢鸥府滚几","37340","107315900","38932","-4.1","99077400","8.3",,"0.0",,"0.0"
"2025-03-24","采蠢鸥府滚几","37830","106777300",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-03-23","采蠢鸥府滚几",,,"39562","0.0","104505100","0.0",,"0.0",,"0.0"
"2025-03-22","采蠢鸥府滚几","36718","91291300","34808","5.5","111010700","-17.8",,"0.0",,"0.0"
"2025-03-21","采蠢鸥府滚几","37212","94887000","31764","17.2","104328800","-9.1",,"0.0",,"0.0"
"2025-03-20","采蠢鸥府滚几","33068","89766700","32448","1.9","105784100","-15.1",,"0.0",,"0.0"
"2025-03-19","采蠢鸥府滚几","33380","84647300","34270","-2.6","105512700","-19.8",,"0.0",,"0.0"
"2025-03-18","采蠢鸥府滚几","36852","98189600","38108","-3.3","119887300","-18.1",,"0.0",,"0.0"
"2025-03-17","采蠢鸥府滚几","40314","102447100",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-03-16","采蠢鸥府滚几",,,"37168","0.0","125036800","0.0",,"0.0",,"0.0"
"2025-03-15","采蠢鸥府滚几","36010","91549800","33968","6.0","121371100","-24.6",,"0.0",,"0.0"
"2025-03-14","采蠢鸥府滚几","36557","79298700","32206","13.5","109306700","-27.5",,"0.0",,"0.0"
"2025-03-13","采蠢鸥府滚几","36258","87823700","30095","20.5","109406500","-19.7",,"0.0",,"0.0"
"2025-03-12","采蠢鸥府滚几","32010","86549300","32928","-2.8","108648100","-20.3",,"0.0",,"0.0"
"2025-03-11","采蠢鸥府滚几","37998","92255200","37588","1.1","116377900","-20.7",,"0.0",,"0.0"
"2025-03-10","采蠢鸥府滚几","42116","103452300",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-03-09","采蠢鸥府滚几",,,"39774","0.0","112054800","0.0",,"0.0",,"0.0"
"2025-03-08","采蠢鸥府滚几","39434","88170400","32634","20.8","99031900","-11.0",,"0.0",,"0.0"
"2025-03-07","采蠢鸥府滚几","39792","92072700","34286","16.1","97651700","-5.7",,"0.0",,"0.0"
"2025-03-06","采蠢鸥府滚几","45143","122843200","33614","34.3","93065800","32.0",,"0.0",,"0.0"
"2025-03-05","采蠢鸥府滚几",,,"40376","0.0","117316800","0.0",,"0.0",,"0.0"
"2025-03-04","采蠢鸥府滚几","43756","182318500","39920","9.6","136706300","33.4",,"0.0",,"0.0"
"2025-03-03","采蠢鸥府滚几","40656","151461300",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-03-02","采蠢鸥府滚几",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-03-01","采蠢鸥府滚几","35780","101800500","41862","-14.5","145657100","-30.1",,"0.0",,"0.0"
"2025-02-28","采蠢鸥府滚几","35614","96865100","34752","2.5","107822200","-10.2",,"0.0",,"0.0"
"2025-02-27","采蠢鸥府滚几","32882","89983600","35936","-8.5","91468200","-1.6",,"0.0",,"0.0"
"2025-02-26","采蠢鸥府滚几","31838","85966200","39426","-19.2","107404800","-20.0",,"0.0",,"0.0"
"2025-02-25","采蠢鸥府滚几","36886","103937600",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-02-24","采蠢鸥府滚几","39526","119409700","37692","4.9","107168500","11.4",,"0.0",,"0.0"
"2025-02-23","采蠢鸥府滚几",,,"31350","0.0","103789900","0.0",,"0.0",,"0.0"
"2025-02-22","采蠢鸥府滚几","33340","106521100","30660","8.7","102864600","3.6",,"0.0",,"0.0"
"2025-02-21","采蠢鸥府滚几","34092","102887700","32640","4.4","106085400","-3.0",,"0.0",,"0.0"
"2025-02-20","采蠢鸥府滚几","32174","94802000","31318","2.7","90347300","4.9",,"0.0",,"0.0"
"2025-02-19","采蠢鸥府滚几","31586","85368100","38090","-17.1","94124100","-9.3",,"0.0",,"0.0"
"2025-02-18","采蠢鸥府滚几","34538","86509100",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-02-17","采蠢鸥府滚几","40306","97209700","37894","6.4","101464100","-4.2",,"0.0",,"0.0"
"2025-02-16","采蠢鸥府滚几",,,"34084","0.0","89522600","0.0",,"0.0",,"0.0"
"2025-02-15","采蠢鸥府滚几","37038","88856500","36404","1.7","68812600","29.1",,"0.0",,"0.0"
"2025-02-14","采蠢鸥府滚几","35206","105401800","37590","-6.3","80866700","30.3",,"0.0",,"0.0"
"2025-02-13","采蠢鸥府滚几","37998","148083100","43366","-12.4","119018500","24.4",,"0.0",,"0.0"
"2025-02-12","采蠢鸥府滚几",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-02-11","采蠢鸥府滚几","38724","143561500",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-02-10","采蠢鸥府滚几","40248","110161900",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-02-09","采蠢鸥府滚几",,,"42856","0.0","142062600","0.0",,"0.0",,"0.0"
"2025-02-08","采蠢鸥府滚几","37412","84260800","71440","-47.6","345563800","-75.6",,"0.0",,"0.0"
"2025-02-07","采蠢鸥府滚几","34496","87071900","66492","-48.1","285894400","-69.5",,"0.0",,"0.0"
"2025-02-06","采蠢鸥府滚几","34996","91012700","63474","-44.9","273522600","-66.7",,"0.0",,"0.0"
"2025-02-05","采蠢鸥府滚几","33890","105072600","53978","-37.2","256953600","-59.1",,"0.0",,"0.0"
"2025-02-04","采蠢鸥府滚几","34952","105635800",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-02-03","采蠢鸥府滚几","40914","82273300","45872","-10.8","216667000","-62.0",,"0.0",,"0.0"
"2025-02-02","采蠢鸥府滚几",,,"36326","0.0","189164000","0.0",,"0.0",,"0.0"
"2025-02-01","采蠢鸥府滚几","43246","75931100","35298","22.5","149190500","-49.1",,"0.0",,"0.0"
"2025-01-31","采蠢鸥府滚几",,,"36560","0.0","134450800","0.0",,"0.0",,"0.0"
"2025-01-30","采蠢鸥府滚几",,,"36762","0.0","143875700","0.0",,"0.0",,"0.0"
"2025-01-29","采蠢鸥府滚几",,,"39814","0.0","120920600","0.0",,"0.0",,"0.0"
"2025-01-28","采蠢鸥府滚几","33956","81609700",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-01-27","采蠢鸥府滚几","84360","362412600","41248","104.5","106932400","238.9",,"0.0",,"0.0"
"2025-01-26","采蠢鸥府滚几",,,"34764","0.0","95787600","0.0",,"0.0",,"0.0"
"2025-01-25","采蠢鸥府滚几","55206","441930500","35164","57.0","87048400","407.7",,"0.0",,"0.0"
"2025-01-24","采蠢鸥府滚几","49784","279554600","38762","28.4","85389800","227.4",,"0.0",,"0.0"
"2025-01-23","采蠢鸥府滚几","42412","239010400","40680","4.3","97704600","144.6",,"0.0",,"0.0"
"2025-01-22","采蠢鸥府滚几","34522","186570600","41732","-17.3","108964500","71.2",,"0.0",,"0.0"
"2025-01-21","采蠢鸥府滚几","34308","147052200",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-01-20","采蠢鸥府滚几","37808","133369400","38524","-1.9","99460400","34.1",,"0.0",,"0.0"
"2025-01-19","采蠢鸥府滚几",,,"34262","0.0","94928800","0.0",,"0.0",,"0.0"
"2025-01-18","采蠢鸥府滚几","39842","128556000","37948","5.0","100881100","27.4",,"0.0",,"0.0"
"2025-01-17","采蠢鸥府滚几","34854","139124500","36246","-3.8","90811100","53.2",,"0.0",,"0.0"
"2025-01-16","采蠢鸥府滚几","34976","133974400","37156","-5.9","85874600","56.0",,"0.0",,"0.0"
"2025-01-15","采蠢鸥府滚几","33976","115664600","41404","-17.9","100532400","15.1",,"0.0",,"0.0"
"2025-01-14","采蠢鸥府滚几","35040","97276100",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-01-13","采蠢鸥府滚几","38016","101441200","40346","-5.8","102771900","-1.3",,"0.0",,"0.0"
"2025-01-12","采蠢鸥府滚几",,,"34932","0.0","105196700","0.0",,"0.0",,"0.0"
"2025-01-11","采蠢鸥府滚几","37932","80075300","33860","12.0","81055100","-1.2",,"0.0",,"0.0"
"2025-01-10","采蠢鸥府滚几","34316","76901700","32702","4.9","79722100","-3.5",,"0.0",,"0.0"
"2025-01-09","采蠢鸥府滚几","33508","79577200","38478","-12.9","104239500","-23.7",,"0.0",,"0.0"
"2025-01-08","采蠢鸥府滚几","33848","70400400","41078","-17.6","128760500","-45.3",,"0.0",,"0.0"
"2025-01-07","采蠢鸥府滚几","39802","88208200",,"0.0",,"0.0",,"0.0",,"0.0"
"2025-01-06","采蠢鸥府滚几","41004","117714200","40876","0.3","122177400","-3.7",,"0.0",,"0.0"
"2025-01-05","采蠢鸥府滚几",,,"35478","0.0","99714300","0.0",,"0.0",,"0.0"
"2025-01-04","采蠢鸥府滚几","46416","142507100","41340","12.3","107252500","32.9",,"0.0",,"0.0"
"2025-01-03","采蠢鸥府滚几","40318","124275400","44812","-10.0","149693500","-17.0",,"0.0",,"0.0"
"2025-01-02","采蠢鸥府滚几",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2025-01-01","采蠢鸥府滚几",,,,"0.0",,"0.0",,"0.0",,"0.0"
"2024-12-31","采蠢鸥府滚几","60296","128312300",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-12-30","采蠢鸥府滚几","45200","131399900","49082","-7.9","192337600","-31.7",,"0.0",,"0.0"
"2024-12-29","采蠢鸥府滚几",,,"35992","0.0","195601200","0.0",,"0.0",,"0.0"
"2024-12-28","采蠢鸥府滚几","35706","82749600","31998","11.6","112743100","-26.6",,"0.0",,"0.0"
"2024-12-27","采蠢鸥府滚几","32464","77984100","34452","-5.8","93485300","-16.6",,"0.0",,"0.0"
"2024-12-26","采蠢鸥府滚几","31516","82521000","36356","-13.3","101974700","-19.1",,"0.0",,"0.0"
"2024-12-25","采蠢鸥府滚几","31500","93392000","40704","-22.6","100892600","-7.4",,"0.0",,"0.0"
"2024-12-24","采蠢鸥府滚几","33338","103944600",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-12-23","采蠢鸥府滚几","36110","114452100","40862","-11.6","111518300","2.6",,"0.0",,"0.0"
"2024-12-22","采蠢鸥府滚几",,,"33204","0.0","107387600","0.0",,"0.0",,"0.0"
"2024-12-21","采蠢鸥府滚几","35454","114270800","34736","2.1","101747900","12.3",,"0.0",,"0.0"
"2024-12-20","采蠢鸥府滚几","29868","94083000","34890","-14.4","94828000","-0.8",,"0.0",,"0.0"
"2024-12-19","采蠢鸥府滚几","30294","94472500","38770","-21.9","93150200","1.4",,"0.0",,"0.0"
"2024-12-18","采蠢鸥府滚几","31308","96721200","40418","-22.5","111684500","-13.4",,"0.0",,"0.0"
"2024-12-17","采蠢鸥府滚几","33052","101323300",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-12-16","采蠢鸥府滚几","35648","113149700","38846","-8.2","100676700","12.4",,"0.0",,"0.0"
"2024-12-15","采蠢鸥府滚几",,,"34890","0.0","73603200","0.0",,"0.0",,"0.0"
"2024-12-14","采蠢鸥府滚几","32100","92990800","34794","-7.7","70622200","31.7",,"0.0",,"0.0"
"2024-12-13","采蠢鸥府滚几","29952","79708100","35574","-15.8","68957200","15.6",,"0.0",,"0.0"
"2024-12-12","采蠢鸥府滚几","30740","76222200","34650","-11.3","73129300","4.2",,"0.0",,"0.0"
"2024-12-11","采蠢鸥府滚几","30508","77126300","40728","-25.1","100564000","-23.3",,"0.0",,"0.0"
"2024-12-10","采蠢鸥府滚几","32570","76269100",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-12-09","采蠢鸥府滚几","35000","80219300","39236","-10.8","94526400","-15.1",,"0.0",,"0.0"
"2024-12-08","采蠢鸥府滚几",,,"33058","0.0","83800100","0.0",,"0.0",,"0.0"
"2024-12-07","采蠢鸥府滚几","31522","71845800","33812","-6.8","82067500","-12.5",,"0.0",,"0.0"
"2024-12-06","采蠢鸥府滚几","30858","75309800","33682","-8.4","89188600","-15.6",,"0.0",,"0.0"
"2024-12-05","采蠢鸥府滚几","30146","80757700","36690","-17.8","103656900","-22.1",,"0.0",,"0.0"
"2024-12-04","采蠢鸥府滚几","29436","91502700","45478","-35.3","137023400","-33.2",,"0.0",,"0.0"
"2024-12-03","采蠢鸥府滚几","31610","76388800",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-12-02","采蠢鸥府滚几","37230","68568600",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-12-01","采蠢鸥府滚几",,,"43400","0.0","127492500","0.0",,"0.0",,"0.0"
"2024-11-30","采蠢鸥府滚几","33536","62272700","34858","-3.8","92353200","-32.6",,"0.0",,"0.0"
"2024-11-29","采蠢鸥府滚几","29686","61359700","35176","-15.6","84587800","-27.5",,"0.0",,"0.0"
"2024-11-28","采蠢鸥府滚几","29804","63895200","36128","-17.5","85252100","-25.1",,"0.0",,"0.0"
"2024-11-27","采蠢鸥府滚几","29884","64887400","39016","-23.4","106573900","-39.1",,"0.0",,"0.0"
"2024-11-26","采蠢鸥府滚几","32212","86380600",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-11-25","采蠢鸥府滚几","34244","104272000","35510","-3.6","89772200","16.2",,"0.0",,"0.0"
"2024-11-24","采蠢鸥府滚几",,,"32204","0.0","83350400","0.0",,"0.0",,"0.0"
"2024-11-23","采蠢鸥府滚几","30868","90763200","34500","-10.5","71782400","26.4",,"0.0",,"0.0"
"2024-11-22","采蠢鸥府滚几","28882","80380200","34906","-17.3","76126000","5.6",,"0.0",,"0.0"
"2024-11-21","采蠢鸥府滚几","30080","67975300","34278","-12.2","90599900","-25.0",,"0.0",,"0.0"
"2024-11-20","采蠢鸥府滚几","32958","69026400","36460","-9.6","110259700","-37.4",,"0.0",,"0.0"
"2024-11-19","采蠢鸥府滚几","34974","78431900",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-11-18","采蠢鸥府滚几","35078","84225700","36466","-3.8","113159200","-25.6",,"0.0",,"0.0"
"2024-11-17","采蠢鸥府滚几",,,"31614","0.0","96668100","0.0",,"0.0",,"0.0"
"2024-11-16","采蠢鸥府滚几","32362","82388400","32274","0.3","89969100","-8.4",,"0.0",,"0.0"
"2024-11-15","采蠢鸥府滚几","31158","78394300","32652","-4.6","85789900","-8.6",,"0.0",,"0.0"
"2024-11-14","采蠢鸥府滚几","31918","87455100","35194","-9.3","111911500","-21.9",,"0.0",,"0.0"
"2024-11-13","采蠢鸥府滚几","33286","104333200","34108","-2.4","130237400","-19.9",,"0.0",,"0.0"
"2024-11-12","采蠢鸥府滚几","35364","124356000",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-11-11","采蠢鸥府滚几","34656","123065900","33604","3.1","103546300","18.9",,"0.0",,"0.0"
"2024-11-10","采蠢鸥府滚几",,,"30972","0.0","82710800","0.0",,"0.0",,"0.0"
"2024-11-09","采蠢鸥府滚几","33690","104187400","33640","0.1","68830300","51.4",,"0.0",,"0.0"
"2024-11-08","采蠢鸥府滚几","30834","100178200","34424","-10.4","77148500","29.9",,"0.0",,"0.0"
"2024-11-07","采蠢鸥府滚几","30298","96851700","37712","-19.7","99197800","-2.4",,"0.0",,"0.0"
"2024-11-06","采蠢鸥府滚几","31388","104309200","42058","-25.4","148711900","-29.9",,"0.0",,"0.0"
"2024-11-05","采蠢鸥府滚几","33186","112919800",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-11-04","采蠢鸥府滚几","35648","132239900",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-11-03","采蠢鸥府滚几",,,"41436","0.0","130333400","0.0",,"0.0",,"0.0"
"2024-11-02","采蠢鸥府滚几","34338","134556300","32234","6.5","103679400","29.8",,"0.0",,"0.0"
"2024-11-01","采蠢鸥府滚几","30634","121665300","32196","-4.9","94622500","28.6",,"0.0",,"0.0"
"2024-10-31","采蠢鸥府滚几","27534","105618400","33978","-19.0","106570900","-0.9",,"0.0",,"0.0"
"2024-10-30","采蠢鸥府滚几","29377","91183600","33938","-13.4","113098100","-19.4",,"0.0",,"0.0"
"2024-10-29","采蠢鸥府滚几","32000","95971600",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-10-28","采蠢鸥府滚几","36022","107014000","34320","5.0","104227500","2.7",,"0.0",,"0.0"
"2024-10-27","采蠢鸥府滚几",,,"30856","0.0","84105200","0.0",,"0.0",,"0.0"
"2024-10-26","采蠢鸥府滚几","34248","102690200","32508","5.4","85176500","20.6",,"0.0",,"0.0"
"2024-10-25","采蠢鸥府滚几","32664","95345300","32588","0.2","97954000","-2.7",,"0.0",,"0.0"
"2024-10-24","采蠢鸥府滚几","31272","88901300","33228","-5.9","113659000","-21.8",,"0.0",,"0.0"
"2024-10-23","采蠢鸥府滚几","31722","104059700","33746","-6.0","125314500","-17.0",,"0.0",,"0.0"
"2024-10-22","采蠢鸥府滚几","34012","113107100",,"0.0",,"0.0",,"0.0",,"0.0"
"2024-10-21","采蠢鸥府滚几","36908","115695200","31880","15.8","111415100","3.8",,"0.0",,"0.0"
