품목명,연도,주차,주차_일수,주간_평균단가,금액_합,반입량_합,주간_평균단가_차,금액_합_차,반입량_합_차
깐마늘_통합,2019,21,6,3855.8685830152426,364555000.0,94586.0,0.0,0.0,0.0
깐마늘_통합,2019,22,6,3700.181157776049,315086900.0,85338.0,0.0,0.0,0.0
깐마늘_통합,2019,23,6,3640.3349281290753,338628370.0,93406.0,0.0,0.0,0.0
깐마늘_통합,2019,24,6,3509.225662872055,324229600.0,92535.0,0.0,0.0,0.0
깐마늘_통합,2019,25,6,3465.287213476194,311588000.0,90261.0,0.0,0.0,0.0
깐마늘_통합,2019,26,6,3358.146046415403,294708975.0,87924.0,0.0,0.0,0.0
깐마늘_통합,2019,27,6,3256.3021327740694,277695725.0,86112.0,0.0,0.0,0.0
깐마늘_통합,2019,28,6,3041.732495934737,267653675.0,88427.0,0.0,0.0,0.0
깐마늘_통합,2019,29,6,2971.740469432292,272603815.0,91747.0,0.0,0.0,0.0
깐마늘_통합,2019,30,6,2958.015719665524,294985465.0,99166.0,0.0,0.0,0.0
깐마늘_통합,2019,31,5,2826.3230324584206,222890250.0,79200.0,0.0,0.0,0.0
깐마늘_통합,2019,32,6,2824.7266394104863,558371125.0,193327.0,0.0,0.0,0.0
깐마늘_통합,2019,33,6,2817.3701796063465,240199000.0,85344.0,0.0,0.0,0.0
깐마늘_통합,2019,34,6,2875.9918618536617,435297800.0,149902.0,0.0,0.0,0.0
깐마늘_통합,2019,35,5,2809.8364965110304,246688380.0,87885.0,0.0,0.0,0.0
깐마늘_통합,2019,36,6,2845.7633316977976,310957500.0,109306.0,0.0,0.0,0.0
깐마늘_통합,2019,37,4,2950.646824515865,189825500.0,65426.0,0.0,0.0,0.0
깐마늘_통합,2019,38,6,2764.972098079837,226658250.0,82476.0,0.0,0.0,0.0
깐마늘_통합,2019,39,6,2785.1251023741074,240702140.0,86588.0,0.0,0.0,0.0
깐마늘_통합,2019,40,6,2714.038554756064,268213400.0,99210.0,0.0,0.0,0.0
깐마늘_통합,2019,41,6,2756.778713746456,280226850.0,101600.0,0.0,0.0,0.0
깐마늘_통합,2019,42,6,2796.579071465313,285097600.0,101961.0,0.0,0.0,0.0
깐마늘_통합,2019,43,6,2774.037237261833,335293250.0,120968.0,0.0,0.0,0.0
깐마늘_통합,2019,44,6,2758.736083682817,328779350.0,119380.0,0.0,0.0,0.0
깐마늘_통합,2019,45,6,2801.3938922412053,424036150.0,151227.0,0.0,0.0,0.0
깐마늘_통합,2019,46,6,2909.3299662426075,529959350.0,182340.0,0.0,0.0,0.0
깐마늘_통합,2019,47,6,2929.3457066006963,442117850.0,151086.0,0.0,0.0,0.0
깐마늘_통합,2019,48,6,2909.206239342726,333505400.0,115128.0,0.0,0.0,0.0
깐마늘_통합,2019,49,6,2879.5152037806074,279385850.0,96920.0,0.0,0.0,0.0
깐마늘_통합,2019,50,6,2832.161224843024,294432800.0,104025.0,0.0,0.0,0.0
깐마늘_통합,2019,51,6,2876.014035927837,262124950.0,91160.0,0.0,0.0,0.0
깐마늘_통합,2019,52,6,2781.337330011572,302086750.0,109240.0,0.0,0.0,0.0
깐마늘_통합,2020,1,2,2775.0443828164,94632550.0,34048.0,0.0,0.0,0.0
깐마늘_통합,2020,2,6,2824.2836232706954,282303250.0,100045.0,0.0,0.0,0.0
깐마늘_통합,2020,3,6,2782.31778716628,399428060.0,143336.0,0.0,0.0,0.0
깐마늘_통합,2020,4,5,2817.2640999614287,289742644.0,103027.0,0.0,0.0,0.0
깐마늘_통합,2020,5,5,2710.913441808109,178971150.0,65932.0,0.0,0.0,0.0
깐마늘_통합,2020,6,6,2627.896760175454,269388300.0,102442.0,0.0,0.0,0.0
깐마늘_통합,2020,7,6,2699.4714594819893,287408100.0,106856.0,0.0,0.0,0.0
깐마늘_통합,2020,8,6,2654.341375101661,313592600.0,118120.0,0.0,0.0,0.0
깐마늘_통합,2020,9,6,2692.351140800253,347058300.0,128860.0,0.0,0.0,0.0
깐마늘_통합,2020,10,6,2753.4676058937966,356948000.0,129720.0,0.0,0.0,0.0
깐마늘_통합,2020,11,6,2746.074313481951,403029050.0,146664.0,0.0,0.0,0.0
깐마늘_통합,2020,12,6,2701.70561434684,366684150.0,135800.0,0.0,0.0,0.0
깐마늘_통합,2020,13,6,2680.720584645705,332345150.0,124140.0,0.0,0.0,0.0
깐마늘_통합,2020,14,6,2712.2128873654765,386911925.0,142618.0,0.0,0.0,0.0
깐마늘_통합,2020,15,6,2652.5047629737287,355146000.0,134140.0,0.0,0.0,0.0
깐마늘_통합,2020,16,6,2882.12590735858,452900050.0,156564.0,0.0,0.0,0.0
깐마늘_통합,2020,17,6,2947.4942425917893,350198150.0,119160.0,0.0,0.0,0.0
깐마늘_통합,2020,18,6,2929.02341546568,372705250.0,127400.0,0.0,0.0,0.0
깐마늘_통합,2020,19,6,3003.572167631322,411026450.0,136980.0,0.0,0.0,0.0
깐마늘_통합,2020,20,6,3088.599990524199,354730350.0,114847.0,0.0,0.0,0.0
깐마늘_통합,2020,21,6,3054.729892466877,373675050.0,122460.0,0.0,0.0,0.0
깐마늘_통합,2020,22,6,3231.8548527271078,507168450.0,154460.0,0.0,0.0,0.0
깐마늘_통합,2020,23,6,3220.085598625103,479434245.0,146870.0,0.0,0.0,0.0
깐마늘_통합,2020,24,6,3269.341949839896,449721430.0,138190.0,0.0,0.0,0.0
깐마늘_통합,2020,25,6,2681.2674836544334,350698450.0,134180.0,0.0,0.0,0.0
깐마늘_통합,2020,26,6,2962.257741711452,426732450.0,143820.0,0.0,0.0,0.0
깐마늘_통합,2020,27,6,3149.6699149083493,469208170.0,150356.0,0.0,0.0,0.0
깐마늘_통합,2020,28,6,3078.3531243463453,476612150.0,155460.0,0.0,0.0,0.0
깐마늘_통합,2020,29,6,4179.98214916177,532848900.0,128400.0,0.0,0.0,0.0
깐마늘_통합,2020,30,6,4858.894780982359,396917000.0,82540.0,0.0,0.0,0.0
깐마늘_통합,2020,31,5,5056.967200995206,431581000.0,85260.0,0.0,0.0,0.0
깐마늘_통합,2020,32,6,5069.556138791078,513430600.0,101220.0,0.0,0.0,0.0
깐마늘_통합,2020,33,6,5443.253620149878,691714000.0,128946.0,0.0,0.0,0.0
깐마늘_통합,2020,34,6,5878.038731344407,389512000.0,66500.0,0.0,0.0,0.0
깐마늘_통합,2020,35,6,5794.273893152807,632908000.0,109900.0,0.0,0.0,0.0
깐마늘_통합,2020,36,6,5749.999726278867,514250000.0,88920.0,0.0,0.0,0.0
깐마늘_통합,2020,37,6,5729.205617709044,618247000.0,108000.0,0.0,0.0,0.0
깐마늘_통합,2020,38,6,5647.4093294041895,709903000.0,124878.0,0.0,0.0,0.0
깐마늘_통합,2020,39,6,5684.384584309679,922718100.0,160720.0,0.0,0.0,0.0
깐마늘_통합,2020,40,3,5785.681852123723,586609511.0,100964.0,0.0,0.0,0.0
깐마늘_통합,2020,41,6,5427.348515084069,613438000.0,113040.0,0.0,0.0,0.0
깐마늘_통합,2020,42,6,5490.102387363735,580199750.0,105320.0,0.0,0.0,0.0
깐마늘_통합,2020,43,6,5700.590677382421,719195000.0,125760.0,0.0,0.0,0.0
깐마늘_통합,2020,44,6,5637.078728451636,773206500.0,136420.0,0.0,0.0,0.0
깐마늘_통합,2020,45,6,5506.340074377466,682871750.0,124720.0,0.0,0.0,0.0
깐마늘_통합,2020,46,6,5509.193859726137,953941900.0,174560.0,0.0,0.0,0.0
깐마늘_통합,2020,47,6,5224.89469651826,845700150.0,164495.0,0.0,0.0,0.0
깐마늘_통합,2020,48,6,5278.036905692891,1000057300.0,188968.0,0.0,0.0,0.0
깐마늘_통합,2020,49,6,5436.74715947958,725783131.0,135698.0,0.0,0.0,0.0
깐마늘_통합,2020,50,6,5451.357183504893,510857250.0,93224.0,0.0,0.0,0.0
깐마늘_통합,2020,51,6,5616.066887516706,713180550.0,124349.0,0.0,0.0,0.0
깐마늘_통합,2020,52,6,5645.34123804789,492782000.0,87260.0,0.0,0.0,0.0
깐마늘_통합,2020,53,4,5703.573359874666,554974200.0,95680.0,0.0,0.0,0.0
깐마늘_통합,2021,1,6,5638.096941180433,513428250.0,91040.0,0.0,0.0,0.0
깐마늘_통합,2021,2,6,5626.436973959108,519586000.0,92300.0,0.0,0.0,0.0
깐마늘_통합,2021,3,6,5827.926718318606,699210950.0,119260.0,0.0,0.0,0.0
